customer_id,birth_year,region,employment_status,annual_income_eur,months_with_bank,home_ownership
C001068,1971,West,Salaried,40351.26,190,Tenant
C001069,1988,East,Contract,32100.8,214,Mortgage
C001070,1975,West,Salaried,66554.73,184,Owner
C001071,1988,North,Salaried,60976.53,30,Tenant
C001072,1998,North,Salaried,46126.85,25,Other
C001073,1972,Central,Salaried,46482.27,8,Tenant
C001074,1991,East,Salaried,81263.52,192,Mortgage
C001075,1999,West,Self-employed,42490.56,79,Owner
C001076,1978,South,Salaried,32909.97,76,Mortgage
C001077,1972,East,Self-employed,100833.45,107,Mortgage
C001078,1987,Central,Retired,52582.7,201,Owner
C001079,1967,Central,Salaried,33463.4,136,Mortgage
C001080,1995,South,Self-employed,56956.89,197,Other
C001081,1980,North,Contract,52972.63,171,Mortgage
C001082,1957,South,Salaried,36577.49,52,Tenant
C001083,1964,West,Salaried,55640.39,212,Mortgage
C001084,1961,Central,Salaried,81591.96,81,Owner
C001085,1974,Central,Salaried,49960.77,50,Tenant
C001086,1947,North,Self-employed,73113.96,165,Tenant
C001087,1971,South,Salaried,38689.75,177,Tenant
C001088,1978,North,Salaried,37379.26,211,Tenant
C001089,1985,South,Salaried,19785.99,24,Tenant
C001090,1971,North,Self-employed,71014.85,156,Tenant
C001091,1967,South,Salaried,93033.02,232,Mortgage
C001092,2004,North,Retired,57353.79,194,Mortgage
C001093,1989,South,Retired,36316.56,235,Mortgage
C001094,1956,East,Salaried,28840.05,94,Owner
C001095,2004,East,Salaried,42200.33,202,Tenant
C001096,1966,Central,Contract,24474.28,57,Mortgage
C001097,1993,West,Retired,24333.32,39,Mortgage
C001098,1992,West,Salaried,91586.15,49,Tenant
C001099,1990,North,Contract,24331.46,126,Mortgage
C001100,1970,North,Salaried,96381.7,55,Owner
C001101,1970,Central,Self-employed,40744.45,68,Tenant
C001102,1972,West,Self-employed,86270.26,36,Mortgage
C001103,2000,South,Salaried,66792.72,46,Owner
C001104,1993,West,Salaried,44330.99,139,Tenant
C001105,1985,South,Salaried,62315.98,145,Tenant
C001106,1975,Central,Retired,27082.89,171,Owner
C001107,1986,Central,Salaried,42714.88,183,Tenant
C001108,1963,South,Salaried,44692.1,25,Other
C001109,1981,North,Salaried,146990.05,219,Owner
C001110,1977,North,Salaried,42090.53,74,Tenant
C001111,2004,Central,Self-employed,39073.74,74,Owner
C001112,1999,East,Salaried,62571.8,74,Tenant
C001113,2001,South,Contract,16000,161,Tenant
C001114,1990,Central,Salaried,93361.54,89,Owner
C001115,2004,East,Salaried,24267.62,153,Owner
C001116,2004,North,Salaried,68891.56,99,Owner
C001117,1967,Central,Salaried,18366.53,140,Owner
C001118,1993,East,Self-employed,23748.05,37,Tenant
C001119,1993,East,Self-employed,27125.04,202,Mortgage
C001120,1998,East,Retired,30770.31,208,Tenant
C001121,1970,East,Contract,58210.37,99,Tenant
C001122,1970,South,Salaried,42657.07,171,Tenant
C001123,1986,South,Contract,24130.3,129,Owner
C001124,1980,East,Salaried,16368.08,189,Mortgage
C001125,1975,South,Salaried,37355.03,59,Other
C001126,1961,West,Retired,44280.72,166,Mortgage
C001127,1982,North,Salaried,63941.1,122,Owner
C001128,1991,East,Contract,40448.74,14,Mortgage
C001129,1973,East,Salaried,94158.4,52,Tenant
C001130,1979,Central,Self-employed,29883.91,13,Mortgage
C001131,1973,West,Self-employed,124644.86,66,Mortgage
C001132,1968,North,Contract,39646.02,191,Tenant
C001133,1988,Central,Salaried,104701.47,204,Mortgage
C001134,1975,West,Salaried,64311.36,215,Mortgage
C001135,1963,North,Self-employed,33851.32,232,Owner
C001136,1985,West,Salaried,47379.35,190,Tenant
C001137,1988,Central,Salaried,60566.83,171,Owner
C001138,1964,North,Salaried,91991.3,192,Other
C001139,1959,Central,Salaried,84121.95,27,Owner
C001140,1967,East,Salaried,35737.64,125,Tenant
C001141,1978,North,Salaried,41874.96,93,Tenant
C001142,1974,Central,Salaried,35211.93,213,Mortgage
C001143,1978,North,Salaried,38994.76,158,Mortgage
C001144,1972,West,Salaried,80819.01,158,Mortgage
C001145,1979,South,Salaried,44505.57,201,Tenant
C001146,1963,Central,Salaried,19545.26,11,Mortgage
C001147,1998,Central,Salaried,152488.63,133,Mortgage
C001148,1971,South,Self-employed,38901.73,221,Owner
C001149,1976,Central,Salaried,43805.86,137,Owner
C001150,1962,East,Salaried,43943.93,16,Mortgage
C001151,2000,South,Salaried,44804.78,124,Tenant
C001152,1992,North,Contract,76592.22,56,Owner
C001153,2001,Central,Salaried,41916.39,57,Mortgage
C001154,1993,North,Retired,56414.23,67,Tenant
C001155,1990,West,Salaried,42646.92,209,Owner
C001156,2004,East,Salaried,60624.04,216,Tenant
C001157,2004,Central,Salaried,46791.47,239,Mortgage
C001158,1970,East,Salaried,58237.94,80,Owner
C001159,2004,West,Contract,36811.58,117,Owner
C001160,1994,Central,Salaried,44476.81,175,Owner
C001161,1959,West,Retired,19272.89,167,Tenant
C001162,1964,East,Contract,51525.65,158,Mortgage
C001163,1978,West,Salaried,79266.05,13,Tenant
C001164,1988,Central,Salaried,33695.68,152,Other
C001165,1979,South,Retired,23932.92,201,Tenant
C001166,1999,North,Salaried,82519.55,191,Tenant
C001167,1979,East,Salaried,36452.77,132,Tenant
C001168,1984,Central,Self-employed,53436.55,154,Tenant
C001169,1962,South,Salaried,53574.92,145,Owner
C001170,1994,Central,Salaried,48990.8,110,Mortgage
C001171,1979,North,Salaried,87443.53,11,Mortgage
C001172,1994,East,Salaried,96945.03,214,Owner
C001173,1967,East,Salaried,33414.41,108,Mortgage
C001174,1991,North,Salaried,40035.28,151,Mortgage
C001175,2003,Central,Salaried,52753.59,6,Tenant
C001176,1978,East,Salaried,153515.83,212,Tenant
C001177,1949,South,Salaried,47012.82,156,Owner
C001178,1973,South,Self-employed,57980.46,184,Tenant
C001179,1979,East,Salaried,63087.91,69,Mortgage
C001180,1976,North,Salaried,23496.5,141,Other
C001181,1984,South,Self-employed,104338.54,117,Owner
C001182,1961,West,Salaried,63088.13,84,Tenant
C001183,1984,West,Self-employed,36200.71,203,Mortgage
C001184,1990,North,Salaried,74554.68,81,Owner
C001185,2004,West,Salaried,39744.87,21,Owner
C001186,1968,Central,Salaried,21145.66,235,Owner
C001187,1970,South,Retired,33656.11,94,Tenant
C001188,1989,West,Salaried,62867.08,183,Tenant
C001189,1990,South,Contract,34916.53,43,Tenant
C001190,1971,Central,Salaried,52640.83,193,Tenant
C001191,1970,North,Salaried,29474.33,228,Tenant
C001192,1975,South,Salaried,65640.17,208,Other
C001193,1985,Central,Retired,27486.49,185,Tenant
C001194,1991,Central,Salaried,70181.98,98,Owner
C001195,2002,East,Salaried,19607.1,9,Tenant
C001196,1960,South,Self-employed,26262.33,143,Tenant
C001197,1979,East,Salaried,54507.01,76,Tenant
C001198,1996,South,Retired,24318.75,121,Owner
C001199,1994,Central,Contract,48673.59,151,Owner
C001200,1990,North,Salaried,35595.14,22,Tenant
C001201,1974,East,Salaried,63671.82,104,Owner
C001202,1986,Central,Salaried,72229.0,156,Mortgage
C001203,2004,East,Retired,37543.04,219,Tenant
C001204,1972,Central,Contract,29172.59,90,Owner
C001205,1986,North,Salaried,185737.24,221,Tenant
C001206,1978,West,Retired,51218.48,100,Tenant
C001207,1978,East,Salaried,49438.67,206,Owner
C001208,1977,South,Salaried,59388.68,157,Mortgage
C001209,2002,West,Salaried,50588.16,153,Mortgage
C001210,1987,Central,Contract,89729.61,36,Mortgage
C001211,1964,South,Salaried,67448.39,161,Tenant
C001212,2004,North,Salaried,44781.93,147,Mortgage
C001213,1975,South,Self-employed,26874.57,186,Tenant
C001214,1990,East,Salaried,77925.22,89,Tenant
C001215,1982,Central,Salaried,32319.49,24,Mortgage
C001216,1965,Central,Salaried,54673.34,33,Other
C001217,1973,North,Salaried,77408.55,124,Owner
C001218,1966,South,Salaried,24052.41,81,Owner
C001219,1990,North,Salaried,34303.86,220,Tenant
C001220,1989,West,Retired,39572.45,62,Tenant
C001221,1948,South,Self-employed,42993.91,44,Mortgage
C001222,1989,East,Salaried,21170.35,55,Mortgage
C001223,1996,East,Retired,29982.67,119,Tenant
C001224,1985,West,Salaried,56054.22,85,Tenant
C001225,1973,South,Self-employed,41169.92,215,Tenant
C001226,1967,Central,Retired,38389.56,8,Owner
C001227,1973,North,Self-employed,60842.74,78,Owner
C001228,1970,Central,Salaried,29640.92,176,Tenant
C001229,1981,West,Self-employed,84089.79,22,Owner
C001230,1997,South,Self-employed,109157.64,198,Owner
C001231,1976,East,Salaried,52868.58,239,Tenant
C001232,1970,North,Salaried,55342.26,223,Mortgage
C001233,1972,South,Salaried,45900.61,61,Owner
C001234,1994,West,Salaried,33973.99,175,Other
C001235,1975,North,Retired,56028.97,201,Other
C001236,1987,West,Retired,19998.15,7,Mortgage
C001237,2004,East,Salaried,92871.26,114,Mortgage
C001238,1985,South,Retired,43350.33,124,Tenant
C001239,2002,East,Salaried,20471.71,175,Owner
C001240,1978,West,Retired,57247.4,134,Mortgage
C001241,1974,East,Retired,36171.32,187,Owner
C001242,1961,East,Salaried,49311.83,236,Owner
C001243,1990,North,Self-employed,69757.28,220,Other
C001244,1965,West,Self-employed,116970.51,194,Mortgage
C001245,2001,North,Self-employed,49363.27,204,Tenant
C001246,1983,South,Contract,119514.7,155,Owner
C001247,1971,South,Salaried,121658.78,161,Owner
C001248,1964,North,Self-employed,45111.82,20,Mortgage
C001249,1967,West,Retired,28803.76,45,Owner
C001250,1975,East,Salaried,61357.45,56,Tenant
C001251,1982,North,Salaried,55959.31,40,Mortgage
C001252,1977,East,Contract,40326.99,137,Tenant
C001253,1974,South,Salaried,34481.74,57,Mortgage
C001254,1955,South,Salaried,22291.36,66,Owner
C001255,1984,West,Salaried,83245.44,100,Tenant
C001256,1964,Central,Salaried,68611.07,190,Tenant
C001257,1979,North,Salaried,107512.85,59,Tenant
C001258,1961,Central,Self-employed,27889.9,136,Owner
C001259,1972,Central,Contract,41782.14,67,Owner
C001260,1994,North,Salaried,30897.29,204,Mortgage
C001261,1976,Central,Salaried,61177.02,216,Mortgage
C001262,1986,Central,Salaried,97460.16,174,Mortgage
C001263,2002,Central,Salaried,46155.65,12,Tenant
C001264,1986,South,Retired,31593.13,55,Mortgage
C001265,1989,West,Self-employed,117357.9,17,Owner
C001266,1985,South,Salaried,65232.52,152,Tenant
C001267,1999,South,Self-employed,74569.82,45,Mortgage
C001268,1987,South,Salaried,56770.16,163,Mortgage
C001269,1995,East,Self-employed,42915.09,6,Mortgage
C001270,1983,South,Salaried,40686.11,14,Mortgage
C001271,1981,North,Retired,29449.93,171,Tenant
C001272,1963,Central,Salaried,95567.67,201,Owner
C001273,1976,Central,Self-employed,34505.84,188,Mortgage
C001274,1969,Central,Salaried,55848.23,51,Tenant
C001275,1997,Central,Contract,30856.43,168,Tenant
C001276,1981,South,Salaried,26265.56,130,Tenant
C001277,1981,South,Salaried,21764.03,152,Tenant
C001278,1973,Central,Self-employed,29454.67,174,Owner
C001279,1993,West,Self-employed,61168.94,153,Tenant
C001280,1991,North,Salaried,28861.6,9,Owner
C001281,1957,East,Salaried,22753.4,151,Tenant
C001282,2004,West,Salaried,45773.79,39,Mortgage
C001283,1975,South,Salaried,49481.71,169,Tenant
C001284,1977,North,Salaried,87511.59,17,Owner
C001285,1965,South,Retired,25437.2,7,Tenant
C001286,1986,East,Salaried,58513.47,85,Tenant
C001287,1992,East,Self-employed,26802.53,15,Mortgage
C001288,1979,South,Salaried,50330.05,18,Tenant
C001289,1990,Central,Salaried,29434.0,224,Mortgage
C001290,1995,South,Self-employed,57110.37,90,Tenant
C001291,1986,East,Self-employed,147159.37,160,Mortgage
C001292,1992,West,Salaried,44170.8,174,Tenant
C001293,1996,Central,Salaried,87757.39,170,Tenant
C001294,1976,East,Salaried,49526.18,17,Mortgage
C001295,1973,West,Self-employed,44964.71,15,Owner
C001296,1973,North,Contract,18544.46,194,Tenant
C001297,1973,South,Salaried,40755.4,92,Mortgage
C001298,1968,South,Retired,76779.53,82,Owner
C001299,1993,Central,Contract,39465.27,195,Owner
C001300,1977,West,Salaried,31597.76,211,Tenant
C001301,1976,Central,Retired,54802.62,103,Tenant
C001302,1978,South,Salaried,16411.01,52,Mortgage
C001303,1979,North,Salaried,26264.49,8,Owner
C001304,1996,North,Self-employed,63087.05,225,Mortgage
C001305,1977,North,Salaried,58870.74,237,Owner
C001306,2003,East,Salaried,27895.16,210,Mortgage
C001307,1967,Central,Self-employed,41732.68,175,Tenant
C001308,1987,West,Self-employed,62278.83,159,Tenant
C001309,1969,North,Salaried,78539.35,135,Tenant
C001310,1973,South,Salaried,59123.16,135,Tenant
C001311,1990,West,Salaried,43373.68,112,Tenant
C001312,1978,East,Retired,31419.85,164,Mortgage
C001313,1997,South,Self-employed,49594.96,71,Owner
C001314,1968,South,Salaried,32055.0,231,Tenant
C001315,2004,East,Salaried,36620.53,159,Mortgage
C001316,1961,North,Salaried,46863.62,180,Mortgage
C001317,1990,East,Self-employed,69015.96,87,Tenant
C001318,1973,West,Retired,28701.96,152,Tenant
C001319,1993,East,Retired,58031.07,65,Mortgage
C001320,1985,South,Retired,55145.6,137,Owner
C001321,2004,Central,Salaried,56912.47,63,Tenant
C001322,1950,West,Salaried,40237.23,143,Owner
C001323,1980,East,Retired,16000,105,Mortgage
C001324,1975,Central,Contract,72705.15,139,Mortgage
C001325,1973,North,Salaried,25836.96,174,Owner
C001326,1995,West,Salaried,32392.12,142,Owner
C001327,1978,West,Self-employed,27955.85,156,Mortgage
C001328,1967,North,Salaried,48406.28,182,Tenant
C001329,1985,Central,Salaried,35381.02,75,Owner
C001330,1973,West,Salaried,29361.92,202,Mortgage
C001331,1960,South,Salaried,43445.35,208,Tenant
C001332,1957,North,Salaried,115681.06,122,Owner
C001333,1955,West,Salaried,56831.33,63,Mortgage
C001334,1988,East,Self-employed,99444.9,167,Tenant
C001335,2002,Central,Retired,26343.38,35,Mortgage
C001336,2003,Central,Salaried,29090.36,216,Tenant
C001337,2000,North,Salaried,79362.79,120,Owner
C001338,1983,East,Self-employed,46855.13,157,Other
C001339,1981,West,Salaried,41712.79,223,Mortgage
C001340,1982,East,Retired,44491.79,167,Mortgage
C001341,1973,West,Salaried,35420.05,212,Mortgage
C001342,1969,North,Salaried,25323.44,145,Owner
C001343,2002,North,Salaried,93279.29,129,Mortgage
C001344,1964,South,Salaried,49910.27,9,Owner
C001345,1975,North,Salaried,81067.46,97,Mortgage
C001346,1989,North,Contract,134257.84,200,Mortgage
C001347,1992,Central,Salaried,27837.7,83,Other
C001348,1965,West,Salaried,78898.6,38,Owner
C001349,1998,West,Salaried,52819.13,118,Tenant
C001350,1966,South,Salaried,31488.38,131,Tenant
C001351,1989,West,Retired,25604.62,168,Other
C001352,1974,South,Self-employed,61453.75,52,Mortgage
C001353,1985,Central,Salaried,37447.0,18,Mortgage
C001354,1972,Central,Salaried,40593.43,193,Tenant
C001355,1991,East,Retired,35051.75,142,Owner
C001356,1980,Central,Salaried,48424.68,213,Tenant
C001357,1985,North,Salaried,73333.22,119,Tenant
C001358,1968,West,Salaried,22435.51,54,Mortgage
C001359,1986,South,Retired,35225.76,156,Mortgage
C001360,1979,North,Retired,16000,18,Mortgage
C001361,1979,East,Salaried,18931.42,237,Mortgage
C001362,1982,North,Salaried,93122.03,239,Tenant
C001363,1947,North,Salaried,61931.02,42,Owner
C001364,1998,North,Self-employed,55780.65,161,Tenant
C001365,1994,Central,Contract,115387.83,139,Other
C001366,1966,East,Salaried,41534.81,131,Tenant
C001367,1968,North,Retired,53365.5,32,Mortgage
C001368,1974,Central,Contract,41251.13,86,Tenant
C001369,1995,West,Salaried,68534.73,37,Owner
C001370,1986,West,Salaried,30215.92,16,Mortgage
C001371,1993,South,Salaried,30661.61,237,Mortgage
C001372,1976,North,Salaried,63071.85,67,Tenant
C001373,1995,North,Contract,16000,91,Tenant
C001374,1977,North,Salaried,35354.56,136,Tenant
C001375,1988,North,Self-employed,44760.69,212,Owner
C001376,1984,Central,Salaried,28124.23,37,Owner
C001377,2004,East,Salaried,28568.03,32,Owner
C001378,1999,Central,Salaried,38668.31,113,Mortgage
C001379,1973,West,Self-employed,29628.41,122,Tenant
C001380,1971,Central,Salaried,68562.56,37,Mortgage
C001381,1981,North,Self-employed,41071.95,132,Owner
C001382,1982,South,Self-employed,36412.58,65,Tenant
C001383,1987,North,Salaried,33089.46,73,Owner
C001384,1992,South,Salaried,57793.14,11,Owner
C001385,1978,East,Salaried,30292.18,163,Mortgage
C001386,1965,North,Salaried,41317.48,101,Owner
C001387,1992,North,Salaried,110714.0,218,Mortgage
C001388,1977,Central,Salaried,49611.52,205,Owner
C001389,1979,East,Salaried,23744.85,160,Mortgage
C001390,2004,West,Salaried,30638.76,49,Owner
C001391,1981,North,Salaried,111955.55,216,Owner
C001392,1982,South,Salaried,46098.89,43,Tenant
C001393,1997,North,Salaried,20919.41,156,Owner
C001394,1989,Central,Salaried,23099.17,102,Mortgage
C001395,1999,Central,Salaried,87208.08,190,Mortgage
C001396,2004,South,Salaried,41728.93,143,Mortgage
C001397,1980,North,Retired,21154.28,103,Other
C001398,1972,East,Salaried,27589.24,17,Owner
C001399,1966,South,Retired,60561.92,117,Mortgage
C001400,1984,North,Self-employed,17879.57,9,Mortgage
C001401,1961,East,Salaried,114598.34,162,Owner
C001402,1966,Central,Salaried,72776.69,41,Tenant
C001403,1976,North,Contract,42355.8,209,Tenant
C001404,1988,North,Retired,35128.9,158,Tenant
C001405,1979,South,Retired,21379.75,134,Owner
C001406,1973,East,Self-employed,32526.18,120,Mortgage
C001407,1980,East,Salaried,106859.86,41,Tenant
C001408,1994,South,Salaried,48763.11,40,Mortgage
C001409,2004,Central,Salaried,44786.09,149,Other
C001410,1965,North,Contract,60782.75,176,Tenant
C001411,1988,North,Salaried,33920.8,28,Tenant
C001412,1980,East,Salaried,54834.42,115,Mortgage
C001413,1948,Central,Contract,27802.68,113,Other
C001414,1971,North,Self-employed,56520.72,66,Mortgage
C001415,1982,South,Retired,38446.27,113,Tenant
C001416,1970,West,Salaried,76431.56,127,Mortgage
C001417,1971,East,Salaried,16713.58,83,Other
C001418,1991,Central,Salaried,72322.34,160,Tenant
C001419,2004,West,Contract,45050.33,31,Tenant
C001420,1990,South,Salaried,42836.16,229,Tenant
C001421,1989,Central,Retired,18680.39,85,Owner
C001422,1988,West,Salaried,33025.18,170,Tenant
C001423,1962,Central,Self-employed,28396.88,18,Owner
C001424,1968,North,Salaried,68733.1,197,Owner
C001425,1975,East,Contract,55246.01,31,Mortgage
C001426,1986,North,Retired,80003.08,36,Owner
C001427,1972,Central,Salaried,41791.12,33,Mortgage
C001428,1972,West,Retired,22652.77,104,Owner
C001429,1978,West,Salaried,43237.2,99,Tenant
C001430,1984,Central,Salaried,60765.45,37,Mortgage
C001431,1960,South,Salaried,67215.67,117,Mortgage
C001432,1986,North,Contract,22691.2,128,Tenant
C001433,1961,East,Retired,55215.42,79,Mortgage
C001434,1991,West,Salaried,34057.36,188,Mortgage
C001435,1994,Central,Self-employed,31214.18,231,Tenant
C001436,1998,Central,Salaried,44241.72,41,Mortgage
C001437,1981,South,Salaried,63315.37,45,Mortgage
C001438,1985,West,Salaried,36971.36,125,Owner
C001439,1970,West,Salaried,124088.38,61,Owner
C001440,2004,West,Retired,27482.56,177,Owner
C001441,1970,East,Salaried,151536.29,82,Other
C001442,1995,Central,Retired,38691.18,127,Mortgage
C001443,1987,North,Self-employed,97978.96,73,Mortgage
C001444,1960,Central,Salaried,37743.79,160,Tenant
C001445,2001,South,Salaried,75725.71,121,Owner
C001446,2004,South,Salaried,76423.73,222,Owner
C001447,1991,West,Salaried,58688.18,46,Mortgage
C001448,1971,North,Salaried,33140.51,236,Owner
C001449,1973,East,Salaried,56310.45,232,Tenant
C001450,1982,South,Salaried,31385.28,153,Owner
C001451,1973,North,Salaried,56254.83,231,Mortgage
C001452,1982,West,Salaried,59182.48,52,Mortgage
C001453,1996,East,Salaried,50681.41,107,Tenant
C001454,1974,South,Salaried,29458.92,121,Tenant
C001455,1978,West,Self-employed,60262.61,237,Mortgage
C001456,1988,Central,Contract,41029.93,68,Mortgage
C001457,1986,West,Salaried,68754.85,235,Owner
C001458,1973,Central,Salaried,84145.18,81,Tenant
C001459,1979,North,Salaried,28820.43,218,Other
C001460,2004,East,Salaried,33469.62,40,Other
C001461,1987,Central,Salaried,36534.43,170,Owner
C001462,1976,South,Salaried,29465.39,190,Mortgage
C001463,1966,East,Contract,30420.12,202,Owner
C001464,1995,South,Retired,27601.84,90,Mortgage
C001465,1965,East,Salaried,30854.67,240,Mortgage
C001466,1960,South,Self-employed,39794.18,215,Owner
C001467,1990,South,Salaried,86369.99,49,Mortgage
C001468,1980,West,Salaried,43917.67,97,Tenant
C001469,2003,South,Salaried,36527.37,38,Tenant
C001470,1971,East,Self-employed,39709.11,50,Owner
C001471,1984,North,Self-employed,88740.05,200,Owner
C001472,2004,North,Salaried,61071.66,110,Mortgage
C001473,1978,South,Contract,33034.07,25,Owner
C001474,1968,Central,Salaried,34301.83,183,Owner
C001475,1972,North,Salaried,41597.18,152,Mortgage
C001476,2004,Central,Salaried,32436.47,72,Mortgage
C001477,1989,East,Salaried,16000,235,Mortgage
C001478,1978,Central,Salaried,95760.63,215,Mortgage
C001479,1978,South,Salaried,78448.31,52,Owner
C001480,1990,South,Salaried,59917.91,56,Mortgage
C001481,1972,East,Salaried,40667.91,16,Mortgage
C001482,1959,South,Salaried,51202.86,195,Other
C001483,1980,East,Salaried,50436.13,84,Mortgage
C001484,1975,West,Salaried,71723.45,221,Tenant
C001485,1994,Central,Salaried,58523.12,206,Owner
C001486,1999,Central,Salaried,50759.88,48,Mortgage
C001487,1993,East,Salaried,85896.51,92,Tenant
C001488,1971,North,Salaried,31839.54,109,Mortgage
C001489,1982,South,Self-employed,28534.64,26,Mortgage
C001490,1982,East,Salaried,87509.0,83,Tenant
C001491,1960,East,Self-employed,102020.67,41,Tenant
C001492,1998,North,Salaried,35064.0,21,Tenant
C001493,1981,East,Contract,40866.57,88,Other
C001494,1971,South,Self-employed,101919.3,109,Mortgage
C001495,1993,West,Contract,45332.12,183,Owner
C001496,1967,East,Salaried,41392.32,6,Mortgage
C001497,1971,East,Salaried,115539.21,112,Mortgage
C001498,1977,West,Salaried,88071.54,191,Tenant
C001499,1979,Central,Retired,20211.99,225,Owner
C001500,1997,East,Salaried,78109.31,92,Other
C001501,1967,North,Salaried,78204.12,210,Mortgage
C001502,1962,West,Salaried,80272.5,231,Owner
C001503,1991,Central,Salaried,145166.82,61,Mortgage
C001504,1993,West,Salaried,98436.89,69,Mortgage
C001505,1968,South,Salaried,18467.37,62,Tenant
C001506,1993,East,Salaried,46872.46,133,Owner
C001507,1995,East,Salaried,27768.51,165,Other
C001508,1995,South,Salaried,40490.12,48,Other
C001509,1984,South,Contract,86069.81,162,Other
C001510,1960,Central,Contract,39717.95,108,Mortgage
C001511,1977,South,Self-employed,39478.08,161,Tenant
C001512,1969,North,Self-employed,46077.0,174,Tenant
C001513,1979,North,Self-employed,118530.51,58,Mortgage
C001514,1976,West,Salaried,43019.73,176,Tenant
C001515,1978,East,Self-employed,42179.49,161,Other
C001516,1958,South,Salaried,81944.6,39,Tenant
C001517,1980,Central,Salaried,42857.43,45,Tenant
C001518,1974,Central,Self-employed,40643.41,174,Owner
C001519,1985,North,Salaried,46018.52,153,Tenant
C001520,1994,North,Self-employed,57831.43,193,Owner
C001521,1963,North,Salaried,42123.15,63,Mortgage
C001522,1975,South,Salaried,24492.54,129,Tenant
C001523,1961,Central,Contract,40635.47,88,Tenant
C001524,1987,Central,Salaried,50884.8,6,Owner
C001525,1967,North,Salaried,78165.48,211,Mortgage
C001526,1997,East,Contract,48094.41,181,Other
C001527,1977,Central,Salaried,30962.43,103,Mortgage
C001528,1957,East,Salaried,42811.01,73,Tenant
C001529,2004,North,Salaried,54521.97,220,Tenant
C001530,2000,East,Salaried,68909.03,149,Owner
C001531,1984,Central,Salaried,41673.02,43,Owner
C001532,1982,West,Contract,32586.93,227,Mortgage
C001533,1950,East,Salaried,61346.55,192,Owner
C001534,1997,South,Salaried,66475.02,6,Mortgage
C001535,1991,South,Salaried,50279.61,90,Tenant
C001536,1979,West,Retired,29073.26,115,Owner
C001537,2002,South,Salaried,52787.08,182,Owner
C001538,1966,Central,Salaried,47738.63,132,Tenant
C001539,1978,West,Contract,22858.54,90,Owner
C001540,1980,Central,Salaried,36690.34,78,Tenant
C001541,1981,South,Self-employed,28892.36,9,Owner
C001542,1983,South,Salaried,41515.22,22,Mortgage
C001543,1971,North,Self-employed,92460.67,140,Mortgage
C001544,1999,Central,Salaried,36324.69,193,Tenant
C001545,1983,West,Contract,41687.46,200,Tenant
C001546,1990,Central,Contract,59985.58,147,Owner
C001547,1993,Central,Salaried,38528.16,212,Tenant
C001548,1983,North,Salaried,67823.76,150,Other
C001549,1993,Central,Salaried,36337.21,102,Mortgage
C001550,1988,East,Salaried,52654.29,70,Tenant
C001551,2004,North,Salaried,95474.86,161,Owner
C001552,2004,East,Retired,38803.87,117,Mortgage
C001553,1987,West,Salaried,61555.86,53,Tenant
C001554,1964,West,Salaried,44938.22,185,Other
C001555,1992,Central,Salaried,66109.55,40,Tenant
C001556,1965,West,Salaried,26565.45,135,Owner
C001557,1990,South,Salaried,28276.68,130,Tenant
C001558,1955,Central,Self-employed,87587.79,159,Tenant
C001559,1995,Central,Self-employed,79956.33,81,Owner
C001560,1979,West,Salaried,130570.46,239,Owner
C001561,1990,North,Salaried,39362.8,233,Tenant
C001562,1996,West,Salaried,58363.86,172,Mortgage
C001563,1996,South,Salaried,84973.83,125,Tenant
C001564,1974,North,Salaried,68683.85,179,Mortgage
C001565,1984,South,Salaried,42917.29,121,Tenant
C001566,1987,North,Contract,21528.23,50,Owner
C001567,1980,West,Salaried,68382.98,97,Owner
C001568,1980,Central,Salaried,39284.79,7,Owner
C001569,1983,West,Retired,16000,213,Tenant
C001570,1978,South,Salaried,82026.64,161,Tenant
C001571,1975,Central,Salaried,43893.13,216,Tenant
C001572,1982,West,Salaried,55730.41,198,Tenant
C001573,1975,North,Salaried,21924.91,163,Owner
C001574,1980,Central,Contract,29595.33,125,Owner
C001575,1983,Central,Self-employed,47509.85,35,Tenant
C001576,1981,North,Self-employed,62093.93,161,Mortgage
C001577,1977,Central,Salaried,49619.11,115,Owner
C001578,1991,North,Salaried,38048.03,119,Owner
C001579,1965,East,Retired,16161.13,146,Mortgage
C001580,1983,East,Self-employed,32780.48,44,Tenant
C001581,1968,East,Retired,46980.93,177,Tenant
C001582,1981,East,Salaried,55643.52,25,Other
C001583,1981,East,Salaried,41013.51,100,Mortgage
C001584,1983,North,Salaried,46892.88,45,Other
C001585,1977,North,Self-employed,88083.5,230,Tenant
C001586,1962,Central,Self-employed,37993.98,18,Mortgage
C001587,1998,West,Salaried,51813.29,223,Mortgage
C001588,1979,South,Salaried,47134.83,54,Mortgage
C001589,1987,North,Retired,48872.47,222,Tenant
C001590,1970,West,Salaried,61855.51,77,Owner
C001591,1995,East,Salaried,88317.61,89,Mortgage
C001592,1983,North,Salaried,114313.81,231,Owner
C001593,1984,North,Salaried,35124.47,200,Other
C001594,1993,North,Retired,21099.22,133,Mortgage
C001595,1976,East,Salaried,106034.7,32,Mortgage
C001596,1975,South,Self-employed,38407.33,195,Owner
C001597,1954,South,Contract,17534.03,192,Owner
C001598,1957,East,Contract,36378.23,119,Owner
C001599,1975,Central,Salaried,67208.95,186,Mortgage
C001600,1987,Central,Salaried,56583.98,57,Tenant
C001601,1966,East,Salaried,61760.76,37,Mortgage
C001602,1988,Central,Salaried,36421.78,14,Owner
