loan_id,snapshot_month,account_age_months,outstanding_balance_eur,days_past_due,utilization_pct,payment_ratio,missed_payments_3m,bureau_score,dti_pct,income_drop_flag,hardship_flag,default_next_3m
L001070,2024-12-01,22,26201.61,0,63.11,0.9011,0,638,40.04,0,0,0
L001070,2025-01-01,23,25512.09,0,64.2,1.0468,0,705,40.04,0,0,0
L001070,2025-02-01,24,24822.58,0,62.52,1.0814,0,717,40.04,0,0,0
L001070,2025-03-01,25,24133.06,0,49.3,1.0075,0,642,40.04,0,0,0
L001070,2025-04-01,26,23443.54,0,49.31,0.9783,0,632,40.04,0,0,0
L001070,2025-05-01,27,22754.03,0,67.94,1.0503,0,646,40.04,0,0,0
L001070,2025-06-01,28,22064.51,0,63.36,0.8822,0,646,40.04,0,0,0
L001070,2025-07-01,29,21375.0,0,55.5,0.9751,0,703,40.04,0,0,0
L001070,2025-08-01,30,20685.48,0,32.73,1.0865,0,717,40.04,0,0,0
L001070,2025-09-01,31,19995.96,0,49.02,1.0366,0,699,40.04,0,0,0
L001071,2024-01-01,30,10935.32,0,51.97,0.9928,0,733,42.29,0,0,0
L001071,2024-02-01,31,10570.8,0,50.85,1.0167,0,710,42.29,0,0,0
L001071,2024-03-01,32,10206.29,0,51.45,1.0318,0,685,42.29,0,0,0
L001071,2024-04-01,33,9841.78,0,41.34,1.2475,0,693,42.29,0,0,1
L001071,2024-05-01,34,9477.27,0,44.74,0.7857,0,669,42.29,0,0,0
L001071,2024-06-01,35,9112.76,17,61.95,0.6944,1,675,42.29,0,0,0
L001071,2024-07-01,36,8748.25,30,51.54,0.6171,2,631,42.29,0,0,1
L001071,2024-08-01,37,8383.74,0,49.67,0.9225,2,657,42.29,0,0,0
L001071,2024-09-01,38,8019.23,0,86.59,0.9768,1,650,42.29,0,0,0
L001071,2024-10-01,39,7654.72,0,36.46,0.9987,0,641,42.29,0,0,0
L001071,2024-11-01,40,7290.21,0,39.96,1.0767,0,696,42.29,0,0,0
L001071,2024-12-01,41,6925.7,0,50.53,1.0618,0,655,42.29,0,0,0
L001071,2025-01-01,42,6561.19,0,58.4,1.0169,0,667,42.29,0,0,0
L001071,2025-02-01,43,6196.68,0,74.98,1.0151,0,681,42.29,0,0,0
L001071,2025-03-01,44,5832.17,0,57.0,1.0253,0,680,42.29,0,0,0
L001071,2025-04-01,45,5467.66,0,49.99,0.9912,0,681,42.29,0,0,0
L001071,2025-05-01,46,5103.15,0,56.78,1.0222,0,663,42.29,0,0,0
L001071,2025-06-01,47,4738.64,0,35.36,1.0154,0,652,42.29,0,0,0
L001071,2025-07-01,48,4374.13,0,72.64,0.8332,0,626,42.29,1,0,1
L001071,2025-08-01,49,4009.62,0,48.69,1.03,0,699,42.29,0,0,0
L001071,2025-09-01,50,3645.1,0,69.79,1.0507,0,734,42.29,0,0,0
L001072,2024-01-01,8,15573.79,0,42.66,0.9476,0,720,40.49,0,0,0
L001072,2024-02-01,9,15017.58,0,42.88,1.1459,0,718,40.49,0,0,0
L001072,2024-03-01,10,14461.37,0,45.77,1.1483,0,708,40.49,0,0,0
L001072,2024-04-01,11,13905.17,0,49.08,0.8678,0,720,40.49,0,0,0
L001072,2024-05-01,12,13348.96,0,54.24,1.0376,0,723,40.49,0,0,0
L001072,2024-06-01,13,12792.75,0,43.5,1.0595,0,731,40.49,0,0,0
L001072,2024-07-01,14,12236.55,0,34.22,0.999,0,760,40.49,0,0,0
L001072,2024-08-01,15,11680.34,0,28.26,0.9916,0,735,40.49,0,0,0
L001072,2024-09-01,16,11124.13,0,33.76,0.8712,0,763,40.49,0,0,0
L001072,2024-10-01,17,10567.93,0,66.92,1.1243,0,715,40.49,0,0,0
L001072,2024-11-01,18,10011.72,0,30.03,0.8244,0,669,40.49,1,0,0
L001072,2024-12-01,19,9455.51,0,49.0,1.0295,0,725,40.49,0,0,0
L001072,2025-01-01,20,8899.31,0,52.0,0.8563,0,735,40.49,1,0,0
L001072,2025-02-01,21,8343.1,0,24.66,0.9141,0,707,40.49,0,0,0
L001072,2025-03-01,22,7786.89,0,53.02,1.0814,0,757,40.49,0,0,0
L001072,2025-04-01,23,7230.69,0,16.4,1.0086,0,686,40.49,0,0,0
L001072,2025-05-01,24,6674.48,0,12.77,0.9651,0,741,40.49,0,0,0
L001072,2025-06-01,25,6118.27,0,32.25,1.0331,0,734,40.49,0,0,0
L001072,2025-07-01,26,5562.07,0,56.96,1.0492,0,747,40.49,0,0,0
L001072,2025-08-01,27,5005.86,0,44.34,0.9998,0,780,40.49,0,0,0
L001072,2025-09-01,28,4449.65,0,43.79,1.0933,0,751,40.49,0,0,0
L001073,2024-01-01,19,15423.93,0,60.27,1.0322,0,647,20.64,0,0,0
L001073,2024-02-01,20,15047.73,30,66.17,0.7281,1,653,20.64,0,1,1
L001073,2024-03-01,21,14671.54,0,43.99,0.8438,1,653,20.64,0,0,0
L001073,2024-04-01,22,14295.35,0,45.77,0.8343,1,672,20.64,0,0,0
L001073,2024-05-01,23,13919.15,0,76.52,1.15,0,667,20.64,0,0,0
L001073,2024-06-01,24,13542.96,0,43.74,0.981,0,662,20.64,0,0,0
L001073,2024-07-01,25,13166.77,0,50.25,1.0159,0,638,20.64,0,0,0
L001073,2024-08-01,26,12790.57,0,60.13,0.9749,0,668,20.64,0,0,0
L001073,2024-09-01,27,12414.38,0,52.84,1.086,0,667,20.64,0,0,0
L001073,2024-10-01,28,12038.19,0,47.34,1.0536,0,703,20.64,0,0,0
L001073,2024-11-01,29,11661.99,0,45.93,1.2009,0,670,20.64,0,0,0
L001073,2024-12-01,30,11285.8,0,63.15,1.0366,0,690,20.64,0,0,0
L001073,2025-01-01,31,10909.61,0,69.7,0.9312,0,673,20.64,0,0,0
L001073,2025-02-01,32,10533.41,0,52.13,0.8912,0,706,20.64,0,0,1
L001073,2025-03-01,33,10157.22,0,44.68,1.019,0,687,20.64,0,0,0
L001073,2025-04-01,34,9781.03,0,58.71,1.0363,0,679,20.64,0,0,0
L001073,2025-05-01,35,9404.83,0,67.0,1.0057,0,691,20.64,0,0,1
L001073,2025-06-01,36,9028.64,0,58.86,0.8949,0,712,20.64,0,0,0
L001073,2025-07-01,37,8652.45,60,60.0,0.5708,1,676,20.64,0,0,0
L001073,2025-08-01,38,8276.25,0,46.78,0.7901,1,639,20.64,1,0,0
L001073,2025-09-01,39,7900.06,0,52.92,0.7606,1,673,20.64,0,0,0
L001074,2024-01-01,14,4388.23,0,54.29,0.9374,0,712,20.42,0,0,0
L001074,2024-02-01,15,3023.24,0,37.41,0.8537,0,744,20.42,0,0,0
L001074,2024-03-01,16,4115.62,0,50.92,1.068,0,752,20.42,0,0,0
L001074,2024-04-01,17,2345.8,0,29.02,0.9123,0,766,20.42,0,0,0
L001074,2024-05-01,18,4134.87,0,51.16,1.0176,0,725,20.42,0,0,0
L001074,2024-06-01,19,3293.65,0,40.75,0.8946,0,706,20.42,0,0,0
L001074,2024-07-01,20,4839.2,0,59.87,0.8654,0,696,20.42,0,0,0
L001074,2024-08-01,21,4203.86,0,52.01,1.0784,0,737,20.42,0,0,0
L001074,2024-09-01,22,4276.96,0,52.92,1.0958,0,769,20.42,0,0,0
L001074,2024-10-01,23,2978.84,0,36.86,1.0602,0,692,20.42,0,0,0
L001074,2024-11-01,24,4077.59,0,50.45,0.9034,0,730,20.42,0,0,0
L001074,2024-12-01,25,4209.14,0,52.08,0.9067,0,734,20.42,0,0,0
L001074,2025-01-01,26,5368.62,0,66.43,1.0046,0,723,20.42,0,0,0
L001074,2025-02-01,27,3376.31,0,41.77,0.924,0,685,20.42,0,0,0
L001074,2025-03-01,28,3651.06,0,45.17,0.9917,0,736,20.42,0,0,0
L001074,2025-04-01,29,3618.14,0,44.77,1.0424,0,721,20.42,0,0,0
L001074,2025-05-01,30,5858.42,60,72.49,0.4998,1,646,20.42,1,1,1
L001074,2025-06-01,31,2920.62,0,36.14,0.888,1,702,20.42,0,0,0
L001074,2025-07-01,32,3546.73,0,43.88,1.0014,1,751,20.42,0,0,0
L001074,2025-08-01,33,3814.55,0,47.2,1.0754,0,743,20.42,0,0,0
L001074,2025-09-01,34,3260.4,0,40.34,0.9211,0,745,20.42,0,0,0
L001075,2024-01-01,22,27963.48,0,36.54,0.8578,0,788,32.75,0,0,1
L001075,2024-02-01,23,26887.96,0,9.48,1.0457,0,771,32.75,0,0,0
L001075,2024-03-01,24,25812.44,0,29.99,0.8981,0,745,32.75,0,0,0
L001075,2024-04-01,25,24736.93,0,57.86,1.0142,0,742,32.75,0,0,0
L001075,2024-05-01,26,23661.41,0,31.2,0.9482,0,759,32.75,0,0,0
L001075,2024-06-01,27,22585.89,0,38.47,0.9935,0,783,32.75,0,0,0
L001075,2024-07-01,28,21510.37,0,41.46,1.0727,0,720,32.75,0,0,0
L001075,2024-08-01,29,20434.85,0,24.68,1.1002,0,741,32.75,0,0,0
L001075,2024-09-01,30,19359.33,0,30.6,1.1225,0,721,32.75,0,0,0
L001075,2024-10-01,31,18283.82,0,21.86,1.0824,0,728,32.75,0,0,0
L001075,2024-11-01,32,17208.3,0,42.09,0.9603,0,774,32.75,0,0,0
L001075,2024-12-01,33,16132.78,0,39.28,0.9716,0,730,32.75,0,0,0
L001075,2025-01-01,34,15057.26,0,40.68,1.0918,0,766,32.75,0,0,0
L001075,2025-02-01,35,13981.74,0,20.28,0.9036,0,784,32.75,0,0,1
L001075,2025-03-01,36,12906.22,0,23.58,0.9965,0,767,32.75,0,0,1
L001075,2025-04-01,37,11830.7,0,49.61,0.9228,0,777,32.75,0,0,0
L001075,2025-05-01,38,10755.19,0,41.83,0.9083,0,745,32.75,0,0,0
L001075,2025-06-01,39,9679.67,0,16.52,0.9626,0,719,32.75,0,0,0
L001075,2025-07-01,40,8604.15,0,22.97,0.9923,0,784,32.75,0,0,0
L001075,2025-08-01,41,7528.63,0,44.97,1.1908,0,730,32.75,0,0,0
L001075,2025-09-01,42,6453.11,0,31.15,0.9118,0,755,32.75,0,0,0
L001076,2024-01-01,7,43494.91,0,19.94,0.9917,0,772,41.44,0,0,0
L001076,2024-02-01,8,41995.08,0,41.78,1.1335,0,751,41.44,0,0,0
L001076,2024-03-01,9,40495.26,0,26.64,1.0337,0,787,41.44,0,0,0
L001076,2024-04-01,10,38995.44,0,52.84,1.0717,0,782,41.44,0,0,0
L001076,2024-05-01,11,37495.61,0,21.11,0.851,0,778,41.44,0,0,0
L001076,2024-06-01,12,35995.79,0,20.82,0.8093,0,788,41.44,0,0,0
L001076,2024-07-01,13,34495.96,0,35.46,0.9782,0,767,41.44,0,0,0
L001076,2024-08-01,14,32996.14,0,16.55,1.0251,0,725,41.44,0,0,0
L001076,2024-09-01,15,31496.31,0,28.84,1.001,0,740,41.44,0,0,0
L001076,2024-10-01,16,29996.49,0,38.8,1.1146,0,761,41.44,0,0,0
L001076,2024-11-01,17,28496.66,0,45.52,1.1261,0,768,41.44,0,0,1
L001076,2024-12-01,18,26996.84,0,31.03,0.8823,0,753,41.44,0,0,0
L001076,2025-01-01,19,25497.02,0,51.22,1.03,0,742,41.44,0,0,0
L001076,2025-02-01,20,23997.19,0,28.06,1.0622,0,768,41.44,0,0,0
L001076,2025-03-01,21,22497.37,0,23.33,0.9934,0,754,41.44,0,0,0
L001076,2025-04-01,22,20997.54,0,32.22,1.0116,0,766,41.44,0,0,0
L001076,2025-05-01,23,19497.72,0,40.83,0.9993,0,784,41.44,0,0,0
L001076,2025-06-01,24,17997.89,0,32.24,1.039,0,770,41.44,0,0,0
L001076,2025-07-01,25,16498.07,0,19.97,0.8271,0,769,41.44,0,0,0
L001076,2025-08-01,26,14998.24,0,29.3,0.9985,0,762,41.44,0,0,0
L001076,2025-09-01,27,13498.42,0,52.56,0.9042,0,773,41.44,1,0,0
L001077,2024-01-01,14,18227.61,0,30.57,1.0969,0,730,24.0,0,0,0
L001077,2024-02-01,15,17691.51,0,32.85,0.9846,0,750,24.0,0,0,0
L001077,2024-03-01,16,17155.4,0,38.79,0.9862,0,751,24.0,0,0,0
L001077,2024-04-01,17,16619.29,0,53.18,1.1271,0,732,24.0,0,0,0
L001077,2024-05-01,18,16083.19,0,39.21,1.0252,0,726,24.0,0,0,1
L001077,2024-06-01,19,15547.08,0,3.49,1.0688,0,706,24.0,0,0,0
L001077,2024-07-01,20,15010.97,0,48.3,1.0737,0,727,24.0,0,0,0
L001077,2024-08-01,21,14474.87,0,51.69,1.0526,0,715,24.0,0,0,0
L001077,2024-09-01,22,13938.76,0,46.98,1.0647,0,704,24.0,0,0,0
L001077,2024-10-01,23,13402.66,0,34.1,1.0138,0,725,24.0,0,0,1
L001077,2024-11-01,24,12866.55,0,24.83,1.0494,0,692,24.0,0,0,0
L001077,2024-12-01,25,12330.44,0,52.95,1.0372,0,730,24.0,0,0,0
L001077,2025-01-01,26,11794.34,0,44.18,1.1006,0,686,24.0,0,0,0
L001077,2025-02-01,27,11258.23,0,40.85,0.9527,0,673,24.0,0,0,0
L001077,2025-03-01,28,10722.12,0,21.77,0.9325,0,706,24.0,0,0,0
L001077,2025-04-01,29,10186.02,0,31.41,0.9203,0,706,24.0,0,0,0
L001077,2025-05-01,30,9649.91,0,39.26,0.9742,0,746,24.0,0,0,0
L001077,2025-06-01,31,9113.81,0,70.66,0.9981,0,716,24.0,0,0,0
L001077,2025-07-01,32,8577.7,0,46.15,0.9457,0,719,24.0,0,0,0
L001077,2025-08-01,33,8041.59,0,50.87,1.0221,0,711,24.0,0,0,0
L001077,2025-09-01,34,7505.49,0,51.26,1.1299,0,734,24.0,0,0,0
L001078,2024-01-01,13,9298.93,0,59.41,0.9232,0,722,24.45,0,0,0
L001078,2024-02-01,14,9141.32,0,43.24,1.0383,0,763,24.45,0,0,0
L001078,2024-03-01,15,8983.71,0,34.48,1.059,0,754,24.45,0,0,0
L001078,2024-04-01,16,8826.11,0,62.85,0.9575,0,736,24.45,0,0,0
L001078,2024-05-01,17,8668.5,0,42.53,0.9717,0,744,24.45,0,0,0
L001078,2024-06-01,18,8510.89,0,36.96,1.0496,0,767,24.45,0,0,0
L001078,2024-07-01,19,8353.28,0,40.3,0.9328,0,699,24.45,0,0,0
L001078,2024-08-01,20,8195.67,0,26.13,1.0027,0,730,24.45,0,0,0
L001078,2024-09-01,21,8038.06,0,52.25,1.1104,0,756,24.45,0,0,0
L001078,2024-10-01,22,7880.45,0,31.3,1.0806,0,713,24.45,0,0,0
L001078,2024-11-01,23,7722.84,0,23.09,1.0687,0,733,24.45,0,0,0
L001078,2024-12-01,24,7565.23,0,26.65,0.9702,0,707,24.45,0,0,0
L001078,2025-01-01,25,7407.62,0,37.82,1.034,0,721,24.45,0,0,0
L001078,2025-02-01,26,7250.02,0,44.97,1.0527,0,694,24.45,0,0,0
L001078,2025-03-01,27,7092.41,0,55.09,0.9815,0,705,24.45,0,0,0
L001078,2025-04-01,28,6934.8,0,43.09,0.9876,0,734,24.45,0,0,0
L001078,2025-05-01,29,6777.19,0,23.16,1.0463,0,719,24.45,0,0,0
L001078,2025-06-01,30,6619.58,0,32.55,0.862,0,775,24.45,0,0,0
L001078,2025-07-01,31,6461.97,0,30.03,0.9772,0,716,24.45,0,0,1
L001078,2025-08-01,32,6304.36,0,16.48,1.1442,0,758,24.45,0,0,0
L001078,2025-09-01,33,6146.75,0,36.53,0.9708,0,718,24.45,0,0,0
L001079,2024-01-01,19,3288.52,0,53.75,0.9414,0,749,11.03,0,0,0
L001079,2024-02-01,20,2373.4,0,38.79,1.0634,0,775,11.03,0,0,0
L001079,2024-03-01,21,2290.59,0,37.44,1.0408,0,773,11.03,0,0,0
L001079,2024-04-01,22,2502.67,0,40.91,0.981,0,740,11.03,0,0,0
L001079,2024-05-01,23,1871.14,0,30.58,1.0563,0,784,11.03,0,0,0
L001079,2024-06-01,24,919.89,0,15.04,0.8829,0,742,11.03,0,0,0
L001079,2024-07-01,25,2047.4,0,33.47,1.0197,0,756,11.03,0,0,0
L001079,2024-08-01,26,1782.44,0,29.13,0.9264,0,722,11.03,0,0,0
L001079,2024-09-01,27,3496.89,0,57.16,1.1746,0,735,11.03,0,0,0
L001079,2024-10-01,28,1633.84,0,26.71,1.0283,0,752,11.03,0,0,0
L001079,2024-11-01,29,2027.86,0,33.15,1.1155,0,724,11.03,0,0,0
L001079,2024-12-01,30,2893.02,0,47.29,0.9447,0,765,11.03,0,0,0
L001079,2025-01-01,31,2129.34,0,34.8,1.0721,0,771,11.03,0,0,0
L001079,2025-02-01,32,2750.77,0,44.96,0.9673,0,782,11.03,0,0,0
L001079,2025-03-01,33,1051.87,0,17.19,1.0173,0,759,11.03,0,0,0
L001079,2025-04-01,34,779.25,0,12.74,1.1259,0,726,11.03,0,0,0
L001079,2025-05-01,35,989.61,0,16.18,0.9982,0,739,11.03,0,0,0
L001079,2025-06-01,36,1793.14,0,29.31,0.9046,0,806,11.03,0,0,0
L001079,2025-07-01,37,1652.27,0,27.01,1.0828,0,749,11.03,0,0,0
L001079,2025-08-01,38,2420.68,0,39.57,1.1296,0,778,11.03,0,0,0
L001079,2025-09-01,39,2238.9,0,36.6,0.9941,0,758,11.03,0,0,0
L001080,2024-01-01,19,17250.22,0,20.53,1.0373,0,735,17.2,0,0,0
L001080,2024-02-01,20,16829.48,0,59.29,1.0908,0,746,17.2,0,0,0
L001080,2024-03-01,21,16408.74,0,28.75,1.0967,0,756,17.2,0,0,0
L001080,2024-04-01,22,15988.01,0,1,0.9989,0,741,17.2,0,0,0
L001080,2024-05-01,23,15567.27,0,27.33,1.0766,0,757,17.2,0,0,0
L001080,2024-06-01,24,15146.53,0,26.71,1.1394,0,739,17.2,0,0,0
L001080,2024-07-01,25,14725.79,0,28.47,1.0358,0,789,17.2,0,0,0
L001080,2024-08-01,26,14305.06,0,27.77,0.9067,0,746,17.2,0,0,0
L001080,2024-09-01,27,13884.32,0,1,0.977,0,770,17.2,0,0,0
L001080,2024-10-01,28,13463.58,0,50.15,1.0172,0,753,17.2,0,0,0
L001080,2024-11-01,29,13042.85,0,50.01,0.9478,0,797,17.2,0,0,0
L001080,2024-12-01,30,12622.11,0,30.81,1.0765,0,777,17.2,0,0,0
L001080,2025-01-01,31,12201.37,0,30.62,0.9402,0,764,17.2,0,0,0
L001080,2025-02-01,32,11780.64,0,48.43,1.0862,0,761,17.2,0,0,0
L001080,2025-03-01,33,11359.9,0,15.23,1.0856,0,740,17.2,0,0,0
L001080,2025-04-01,34,10939.16,0,16.39,0.8808,0,763,17.2,0,0,0
L001080,2025-05-01,35,10518.42,0,30.29,1.0134,0,771,17.2,0,0,0
L001080,2025-06-01,36,10097.69,0,19.85,1.1058,0,789,17.2,0,0,0
L001080,2025-07-01,37,9676.95,0,49.34,0.9612,0,767,17.2,0,0,0
L001080,2025-08-01,38,9256.21,0,54.19,0.9384,0,798,17.2,0,0,0
L001080,2025-09-01,39,8835.48,0,6.68,0.9212,0,759,17.2,0,0,0
L001081,2024-01-01,24,5590.12,0,30.01,0.9502,0,764,18.62,0,0,0
L001081,2024-02-01,25,7151.91,0,38.4,0.9341,0,781,18.62,0,0,0
L001081,2024-03-01,26,8188.74,0,43.96,1.0869,0,767,18.62,0,0,0
L001081,2024-04-01,27,2714.25,0,14.57,0.9406,0,768,18.62,0,0,0
L001081,2024-05-01,28,4472.16,0,24.01,1.0715,0,757,18.62,0,0,0
L001081,2024-06-01,29,4838.75,0,25.98,0.9901,0,780,18.62,0,0,0
L001081,2024-07-01,30,7418.07,0,39.83,1.0842,0,736,18.62,0,0,0
L001081,2024-08-01,31,6314.21,0,33.9,1.0181,0,764,18.62,0,0,0
L001081,2024-09-01,32,9311.84,0,49.99,0.9819,0,787,18.62,0,0,0
L001081,2024-10-01,33,5601.52,0,30.07,1.0572,0,720,18.62,0,0,0
L001081,2024-11-01,34,3214.9,0,17.26,0.9929,0,743,18.62,0,0,0
L001081,2024-12-01,35,2966.02,0,15.92,0.9833,0,768,18.62,0,0,0
L001081,2025-01-01,36,6673.84,0,35.83,1.1536,0,757,18.62,0,0,0
L001081,2025-02-01,37,6630.68,0,35.6,1.0524,0,769,18.62,0,0,0
L001081,2025-03-01,38,4666.58,0,25.05,1.0314,0,804,18.62,0,0,0
L001081,2025-04-01,39,8996.49,0,48.3,0.9493,0,752,18.62,0,0,0
L001081,2025-05-01,40,6366.86,0,34.18,0.8884,0,768,18.62,0,0,0
L001081,2025-06-01,41,3164.58,0,16.99,1.0187,0,750,18.62,0,0,0
L001081,2025-07-01,42,2948.61,0,15.83,1.0458,0,821,18.62,0,0,0
L001081,2025-08-01,43,11267.72,0,60.49,1.0726,0,729,18.62,0,0,0
L001081,2025-09-01,44,5559.83,0,29.85,0.977,0,819,18.62,0,0,0
L001082,2024-01-01,9,9970.69,0,20.75,0.9021,0,742,46.31,0,0,0
L001082,2024-02-01,10,9601.4,0,19.68,1.0822,0,703,46.31,0,0,0
L001082,2024-03-01,11,9232.12,0,46.93,1.0131,0,724,46.31,0,0,0
L001082,2024-04-01,12,8862.83,0,25.87,1.1319,0,690,46.31,0,0,0
L001082,2024-05-01,13,8493.55,0,59.2,1.0359,0,731,46.31,0,0,0
L001082,2024-06-01,14,8124.26,0,29.94,1.0813,0,750,46.31,0,0,0
L001082,2024-07-01,15,7754.98,0,41.64,0.9791,0,747,46.31,0,0,0
L001082,2024-08-01,16,7385.69,0,27.08,1.149,0,739,46.31,0,0,0
L001082,2024-09-01,17,7016.41,0,36.65,0.9604,0,706,46.31,0,0,0
L001082,2024-10-01,18,6647.12,0,42.36,1.0009,0,736,46.31,0,0,0
L001082,2024-11-01,19,6277.84,0,50.07,1.1189,0,703,46.31,0,0,0
L001082,2024-12-01,20,5908.56,0,58.37,1.0328,0,709,46.31,0,0,0
L001082,2025-01-01,21,5539.27,0,38.39,0.9813,0,719,46.31,0,0,0
L001082,2025-02-01,22,5169.99,0,52.39,1.0846,0,727,46.31,0,0,0
L001082,2025-03-01,23,4800.7,0,37.72,1.013,0,725,46.31,0,0,0
L001082,2025-04-01,24,4431.42,0,38.31,1.0004,0,680,46.31,0,0,0
L001082,2025-05-01,25,4062.13,0,49.11,1.0542,0,724,46.31,0,0,0
L001082,2025-06-01,26,3692.85,0,45.71,0.9937,0,699,46.31,0,0,0
L001082,2025-07-01,27,3323.56,0,43.73,0.9665,0,699,46.31,0,0,0
L001082,2025-08-01,28,2954.28,0,34.01,1.0327,0,747,46.31,0,0,0
L001082,2025-09-01,29,2584.99,0,44.16,1.1008,0,720,46.31,0,0,0
L001083,2024-01-01,18,14176.4,0,38.7,0.988,0,742,34.56,0,0,0
L001083,2024-02-01,19,13388.82,0,50.34,0.9286,0,744,34.56,0,0,0
L001083,2024-03-01,20,12601.24,0,26.5,1.2357,0,746,34.56,0,0,0
L001083,2024-04-01,21,11813.66,0,18.95,1.0333,0,715,34.56,0,0,0
L001083,2024-05-01,22,11026.08,0,23.1,0.8755,0,733,34.56,0,0,0
L001083,2024-06-01,23,10238.51,0,30.14,0.9704,0,791,34.56,0,0,0
L001083,2024-07-01,24,9450.93,0,41.19,1.0277,0,744,34.56,0,0,0
L001083,2024-08-01,25,8663.35,0,43.03,1.107,0,742,34.56,0,0,0
L001083,2024-09-01,26,7875.78,0,36.65,1.0471,0,750,34.56,0,0,0
L001083,2024-10-01,27,7088.2,0,29.32,1.0547,0,767,34.56,0,0,0
L001083,2024-11-01,28,6300.62,0,42.41,1.0668,0,743,34.56,0,0,0
L001083,2024-12-01,29,5513.04,0,50.44,0.9779,0,730,34.56,0,0,0
L001083,2025-01-01,30,4725.46,0,32.5,1.0483,0,745,34.56,0,0,0
L001083,2025-02-01,31,3937.89,0,29.08,1.0364,0,729,34.56,0,0,0
L001083,2025-03-01,32,3150.31,0,50.27,0.9559,0,714,34.56,0,0,1
L001083,2025-04-01,33,2362.73,0,40.81,1.0197,0,738,34.56,0,0,0
L001083,2025-05-01,34,1575.16,0,36.15,0.9073,0,721,34.56,0,0,0
L001083,2025-06-01,35,1134.11,0,24.02,0.9547,0,778,34.56,0,0,0
L001083,2025-07-01,36,1134.11,0,43.01,0.9496,0,735,34.56,0,0,0
L001083,2025-08-01,37,1134.11,0,23.25,0.9722,0,771,34.56,0,0,0
L001083,2025-09-01,38,1134.11,0,47.56,0.98,0,728,34.56,0,0,0
L001084,2024-01-01,24,27801.66,0,49.24,0.9636,0,720,64.8,0,0,0
L001084,2024-02-01,25,27029.39,0,46.93,1.1046,0,701,64.8,0,0,0
L001084,2024-03-01,26,26257.12,0,12.98,1.0984,0,720,64.8,0,0,0
L001084,2024-04-01,27,25484.85,0,31.33,1.161,0,687,64.8,0,0,0
L001084,2024-05-01,28,24712.59,0,48.73,1.0605,0,715,64.8,0,0,0
L001084,2024-06-01,29,23940.32,0,34.84,1.1135,0,672,64.8,0,0,0
L001084,2024-07-01,30,23168.05,0,48.42,1.1201,0,695,64.8,0,0,0
L001084,2024-08-01,31,22395.78,0,42.77,0.8517,0,675,64.8,1,0,0
L001084,2024-09-01,32,21623.51,13,42.81,0.9555,0,707,64.8,0,0,1
L001084,2024-10-01,33,20851.24,0,45.63,1.071,0,695,64.8,0,0,0
L001084,2024-11-01,34,20078.98,0,36.72,0.9843,0,678,64.8,0,0,0
L001084,2024-12-01,35,19306.71,0,41.83,1.0755,0,700,64.8,0,0,0
L001084,2025-01-01,36,18534.44,0,41.04,0.9852,0,728,64.8,0,0,0
L001084,2025-02-01,37,17762.17,0,53.65,1.0507,0,720,64.8,0,0,0
L001084,2025-03-01,38,16989.9,0,45.68,0.9979,0,707,64.8,0,0,0
L001084,2025-04-01,39,16217.63,0,30.12,1.1485,0,680,64.8,0,0,0
L001084,2025-05-01,40,15445.37,0,55.09,0.9451,0,716,64.8,0,0,0
L001084,2025-06-01,41,14673.1,0,35.97,1.057,0,701,64.8,0,0,0
L001084,2025-07-01,42,13900.83,0,35.77,1.1417,0,667,64.8,0,0,0
L001084,2025-08-01,43,13128.56,0,45.84,0.9051,0,674,64.8,0,0,1
L001084,2025-09-01,44,12356.29,30,48.95,0.798,1,710,64.8,0,0,0
L001085,2024-01-01,11,40222.25,0,36.33,1.0941,0,660,29.39,0,0,0
L001085,2024-02-01,12,39401.39,0,22.06,0.8975,0,673,29.39,0,0,0
L001085,2024-03-01,13,38580.53,0,65.12,1.0212,0,680,29.39,0,0,0
L001085,2024-04-01,14,37759.67,0,40.8,0.9663,0,690,29.39,0,0,1
L001085,2024-05-01,15,36938.81,90,48.02,0.2933,1,666,29.39,0,1,1
L001085,2024-06-01,16,36117.94,60,33.27,0.5894,2,644,29.39,0,0,0
L001085,2024-07-01,17,35297.08,0,42.59,0.9151,2,664,29.39,0,0,0
L001085,2024-08-01,18,34476.22,0,70.93,1.0067,1,664,29.39,0,0,0
L001085,2024-09-01,19,33655.36,0,43.38,1.0529,0,687,29.39,0,1,0
L001085,2024-10-01,20,32834.49,0,60.97,1.1201,0,716,29.39,0,0,0
L001085,2024-11-01,21,32013.63,0,63.87,0.993,0,692,29.39,0,0,1
L001085,2024-12-01,22,31192.77,0,41.76,1.2017,0,701,29.39,0,0,0
L001085,2025-01-01,23,30371.91,0,37.56,1.1321,0,691,29.39,0,0,0
L001085,2025-02-01,24,29551.04,0,67.83,1.045,0,707,29.39,0,0,0
L001085,2025-03-01,25,28730.18,0,50.95,0.9973,0,730,29.39,0,0,0
L001085,2025-04-01,26,27909.32,0,33.73,0.9498,0,695,29.39,0,0,0
L001085,2025-05-01,27,27088.46,0,50.83,0.9984,0,702,29.39,0,0,0
L001085,2025-06-01,28,26267.59,0,70.49,0.9654,0,665,29.39,1,1,0
L001085,2025-07-01,29,25446.73,0,65.93,1.016,0,672,29.39,0,0,0
L001085,2025-08-01,30,24625.87,0,32.65,0.8784,0,686,29.39,0,0,0
