loan_id,customer_id,origination_date,product_type,original_principal_eur,term_months,apr_pct,installment_eur,purpose
L001237,C000829,2021-12-01,Auto loan,50118.39,60,5.321,953.2,Vehicle purchase
L001238,C000427,2022-02-01,Credit card,20009.15,60,21.85,600.27,Revolving credit
L001239,C000368,2023-03-01,Credit card,23072.33,60,23.693,692.17,Revolving credit
L001240,C001058,2022-02-01,Credit card,23414.14,60,21.776,702.42,Revolving credit
L001241,C001505,2023-03-01,Credit card,8656.87,60,20.504,259.71,Revolving credit
L001242,C001658,2023-07-01,Credit card,2017.4,60,18.551,60.52,Revolving credit
L001243,C001852,2022-09-01,Auto loan,58607.73,60,7.04,1161.6,Vehicle purchase
L001244,C001274,2022-08-01,Credit card,14523.98,60,14.682,435.72,Revolving credit
L001245,C001556,2022-07-01,Credit card,20361.16,60,19.797,610.83,Revolving credit
L001246,C001581,2023-09-01,Personal loan,40707.49,72,11.68,789.07,Debt consolidation
L001247,C000315,2022-03-01,Credit card,23903.04,60,13.613,717.09,Revolving credit
L001248,C001998,2022-11-01,Mortgage,144057.85,240,3.474,833.57,Home purchase
L001249,C000942,2021-10-01,Personal loan,43444.3,60,5.081,821.46,Home improvement
L001250,C000357,2023-04-01,Personal loan,39170.71,48,4.632,895.56,Major purchase
L001251,C001078,2020-05-01,Mortgage,184086.25,240,3.43,1060.98,Home purchase
L001252,C001020,2021-05-01,Personal loan,10538.61,72,7.075,180.05,Major purchase
L001253,C000989,2023-06-01,Personal loan,24167.95,48,5.54,562.5,Debt consolidation
L001254,C000706,2023-05-01,Credit card,9383.18,60,17.295,281.5,Revolving credit
L001255,C000633,2023-03-01,Credit card,11637.72,60,22.826,349.13,Revolving credit
L001256,C001649,2021-11-01,Personal loan,3365.06,60,11.35,73.75,Education
L001257,C001243,2022-12-01,Credit card,15438.85,60,18.383,463.17,Revolving credit
L001258,C001014,2023-01-01,Credit card,16455.11,60,19.67,493.65,Revolving credit
L001259,C001452,2023-09-01,Auto loan,32299.92,60,8.377,660.77,Vehicle purchase
L001260,C000472,2023-03-01,Personal loan,37657.48,36,9.382,1204.21,Home improvement
L001261,C000523,2018-01-01,Mortgage,212750.06,240,5.614,1477.2,Home purchase
L001262,C000442,2022-09-01,Credit card,17403.68,60,16.522,522.11,Revolving credit
L001263,C000409,2023-08-01,Personal loan,43345.54,60,10.704,936.06,Major purchase
L001264,C001284,2021-12-01,Credit card,8198.08,60,23.709,245.94,Revolving credit
L001265,C001385,2023-06-01,Personal loan,46357.66,24,10.97,2159.98,Major purchase
L001266,C000118,2023-05-01,Auto loan,60453.17,60,7.544,1212.63,Vehicle purchase
L001267,C000397,2021-11-01,Credit card,18804.57,60,16.214,564.14,Revolving credit
L001268,C001032,2022-06-01,Personal loan,45714.21,60,10.55,983.71,Education
L001269,C001014,2022-10-01,Personal loan,20273.35,36,10.349,657.49,Debt consolidation
L001270,C000210,2018-01-01,Mortgage,419533.29,180,2.082,2715.62,Home purchase
L001271,C001604,2023-01-01,Personal loan,22046.45,24,14.044,1058.98,Major purchase
L001272,C001263,2022-12-01,Auto loan,58404.77,60,6.185,1134.16,Vehicle purchase
L001273,C001600,2022-02-01,Personal loan,33296.55,60,13.676,769.18,Debt consolidation
L001274,C000577,2021-01-01,Auto loan,48563.13,72,5.824,800.8,Vehicle purchase
L001275,C000883,2022-09-01,Credit card,19952.91,60,13.611,598.59,Revolving credit
L001276,C000076,2022-04-01,Auto loan,16928.08,60,5.185,320.89,Vehicle purchase
L001277,C001343,2022-08-01,Credit card,5450.18,60,12.98,163.51,Revolving credit
L001278,C000393,2023-03-01,Personal loan,47242.1,72,4.954,759.83,Home improvement
L001279,C001233,2023-09-01,Credit card,12640.21,60,19.191,379.21,Revolving credit
L001280,C001630,2023-10-01,Personal loan,31083.44,24,14.446,1498.97,Debt consolidation
L001281,C000085,2022-12-01,Personal loan,49979.01,36,6.482,1531.39,Major purchase
L001282,C001353,2022-06-01,Personal loan,45602.61,60,8.409,933.6,Debt consolidation
L001283,C000456,2022-03-01,Personal loan,13975.32,60,7.224,278.21,Home improvement
L001284,C000020,2022-08-01,Personal loan,50382.58,36,12.173,1677.59,Debt consolidation
L001285,C001473,2023-01-01,Auto loan,34071.02,60,4.363,633.07,Vehicle purchase
L001286,C000223,2018-02-01,Mortgage,267713.37,240,2.328,1396.31,Home purchase
L001287,C001885,2023-06-01,Personal loan,43056.71,36,4.169,1274.45,Home improvement
L001288,C001411,2022-09-01,Credit card,6725.57,60,21.36,201.77,Revolving credit
L001289,C001464,2022-05-01,Personal loan,20256.88,48,7.821,492.82,Debt consolidation
L001290,C001954,2022-06-01,Credit card,16472.54,60,16.033,494.18,Revolving credit
L001291,C001086,2023-02-01,Personal loan,15964.96,36,11.336,525.22,Debt consolidation
L001292,C001276,2023-04-01,Credit card,9236.7,60,20.995,277.1,Revolving credit
L001293,C000434,2021-09-01,Mortgage,264836.97,240,4.393,1660.28,Home purchase
L001294,C001427,2023-04-01,Personal loan,17529.26,36,10.189,567.18,Home improvement
L001295,C000357,2022-08-01,Personal loan,3302.05,36,12.184,109.97,Debt consolidation
L001296,C000011,2021-01-01,Mortgage,263924.44,240,3.554,1537.98,Home purchase
L001297,C000842,2018-04-01,Mortgage,194374.12,240,4.589,1239.06,Home purchase
L001298,C000372,2023-01-01,Auto loan,36901.55,60,6.554,722.95,Vehicle purchase
L001299,C000775,2021-12-01,Personal loan,35152.2,60,5.918,678.26,Home improvement
L001300,C000266,2023-09-01,Personal loan,24835.89,48,12.224,656.75,Debt consolidation
L001301,C001237,2019-02-01,Mortgage,296880.66,240,5.674,2071.51,Home purchase
L001302,C000699,2022-06-01,Credit card,3990.29,60,12.896,119.71,Revolving credit
L001303,C001258,2021-12-01,Personal loan,41302.01,60,15.671,997.17,Debt consolidation
L001304,C000742,2023-05-01,Personal loan,19601.25,48,14.821,543.74,Major purchase
L001305,C001160,2023-06-01,Credit card,13315.13,60,17.193,399.45,Revolving credit
L001306,C000137,2023-03-01,Personal loan,41667.73,24,8.488,1893.81,Major purchase
L001307,C001701,2022-09-01,Personal loan,36776.74,72,12.818,734.74,Education
L001308,C000735,2023-09-01,Credit card,14040.22,60,23.246,421.21,Revolving credit
L001309,C000933,2021-09-01,Mortgage,372700.46,180,2.323,2454.16,Home purchase
L001310,C001490,2023-03-01,Personal loan,5667.16,60,5.672,108.7,Major purchase
L001311,C000146,2021-04-01,Mortgage,396470.2,300,5.011,2320.28,Home purchase
L001312,C000554,2023-02-01,Credit card,20604.13,60,14.382,618.12,Revolving credit
L001313,C000924,2022-05-01,Personal loan,22031.12,48,6.83,525.83,Debt consolidation
L001314,C001217,2023-09-01,Credit card,10570.07,60,18.89,317.1,Revolving credit
L001315,C000516,2023-01-01,Credit card,10542.9,60,19.089,316.29,Revolving credit
L001316,C001605,2023-09-01,Personal loan,19808.55,60,11.221,432.87,Education
L001317,C000546,2022-10-01,Personal loan,11800.49,36,6.974,364.23,Home improvement
L001318,C000413,2023-08-01,Auto loan,22051.2,60,5.681,423.05,Vehicle purchase
L001319,C000603,2023-06-01,Auto loan,60723.37,48,6.105,1429.01,Vehicle purchase
L001320,C000495,2023-06-01,Personal loan,40220.16,36,7.393,1249.13,Debt consolidation
L001321,C000062,2022-01-01,Personal loan,12915.43,48,15.071,359.91,Home improvement
L001322,C002001,2023-03-01,Credit card,17711.22,60,15.16,531.34,Revolving credit
L001323,C001126,2023-09-01,Credit card,12740.23,60,16.785,382.21,Revolving credit
L001324,C001487,2022-08-01,Personal loan,6593.97,36,10.512,214.36,Home improvement
L001325,C001925,2023-04-01,Auto loan,17684.9,36,8.645,559.46,Vehicle purchase
L001326,C001928,2023-05-01,Auto loan,54842.77,48,8.502,1351.83,Vehicle purchase
L001327,C001771,2023-03-01,Personal loan,11318.9,36,5.895,343.81,Debt consolidation
L001328,C001333,2022-07-01,Personal loan,11493.64,48,15.734,324.17,Debt consolidation
L001329,C000174,2022-01-01,Mortgage,318417.71,300,2.997,1509.51,Home purchase
L001330,C000904,2022-02-01,Credit card,6987.28,60,22.469,209.62,Revolving credit
L001331,C001881,2023-03-01,Personal loan,21325.56,36,8.036,668.62,Major purchase
L001332,C001496,2023-09-01,Auto loan,13223.39,72,9.961,244.72,Vehicle purchase
L001333,C001394,2022-06-01,Credit card,9950.99,60,16.439,298.53,Revolving credit
L001334,C000922,2022-09-01,Personal loan,39303.42,36,4.067,1161.57,Home improvement
L001335,C001870,2023-02-01,Personal loan,40392.97,60,5.985,780.62,Debt consolidation
L001336,C001488,2022-08-01,Personal loan,36177.3,48,5.609,843.16,Major purchase
L001337,C001512,2023-07-01,Auto loan,42662.42,60,9.714,900.46,Vehicle purchase
L001338,C000729,2022-08-01,Auto loan,60858.2,48,8.016,1486.18,Vehicle purchase
L001339,C000203,2023-04-01,Auto loan,39126.48,48,3.458,873.99,Vehicle purchase
L001340,C000639,2022-09-01,Personal loan,19648.71,60,12.644,443.49,Home improvement
L001341,C000612,2023-02-01,Mortgage,326159.59,180,2.279,2141.04,Home purchase
L001342,C000124,2021-11-01,Credit card,21651.59,60,16.663,649.55,Revolving credit
L001343,C001820,2023-04-01,Personal loan,31549.23,24,9.172,1443.81,Debt consolidation
L001344,C000954,2023-09-01,Personal loan,54098.56,60,9.43,1134.33,Home improvement
L001345,C001188,2022-02-01,Credit card,2203.9,60,16.966,66.12,Revolving credit
L001346,C001260,2023-08-01,Auto loan,43604.32,36,5.07,1308.23,Vehicle purchase
L001347,C000293,2023-09-01,Auto loan,51696.93,72,4.463,819.76,Vehicle purchase
L001348,C001125,2023-10-01,Auto loan,19968.05,36,5.741,605.12,Vehicle purchase
L001349,C001297,2022-02-01,Personal loan,24593.32,60,9.249,513.5,Major purchase
L001350,C001439,2023-06-01,Personal loan,40407.6,72,9.595,740.35,Major purchase
L001351,C001372,2021-07-01,Personal loan,7122.18,60,6.055,137.87,Major purchase
L001352,C000459,2023-02-01,Personal loan,8462.0,60,15.369,202.95,Home improvement
L001353,C000029,2022-02-01,Credit card,9081.97,60,12.863,272.46,Revolving credit
L001354,C000082,2021-11-01,Credit card,11613.03,60,21.519,348.39,Revolving credit
L001355,C000160,2022-07-01,Personal loan,3776.59,72,12.678,75.17,Debt consolidation
L001356,C000469,2021-09-01,Personal loan,40380.16,60,15.11,962.97,Home improvement
L001357,C001833,2021-02-01,Mortgage,194418.74,180,4.64,1501.23,Home purchase
L001358,C001355,2022-07-01,Auto loan,16878.41,60,7.907,341.48,Vehicle purchase
L001359,C001141,2023-08-01,Credit card,21331.99,60,12.928,639.96,Revolving credit
L001360,C001111,2022-01-01,Personal loan,41268.24,48,9.873,1044.15,Debt consolidation
L001361,C000552,2021-12-01,Personal loan,5798.03,60,6.632,113.81,Debt consolidation
L001362,C001456,2022-01-01,Credit card,5925.12,60,18.906,177.75,Revolving credit
L001363,C001828,2021-11-01,Auto loan,57603.65,60,10.26,1231.3,Vehicle purchase
L001364,C000238,2019-04-01,Mortgage,277732.16,300,5.604,1722.88,Home purchase
L001365,C000740,2021-04-01,Auto loan,44595.3,72,6.055,740.23,Vehicle purchase
L001366,C000847,2021-12-01,Personal loan,33327.18,60,8.088,677.16,Debt consolidation
L001367,C000109,2022-01-01,Credit card,9474.7,60,23.005,284.24,Revolving credit
L001368,C000147,2022-09-01,Credit card,23474.13,60,16.727,704.22,Revolving credit
L001369,C001180,2022-10-01,Auto loan,53743.83,48,6.25,1268.34,Vehicle purchase
L001370,C000482,2022-03-01,Auto loan,35751.93,60,9.771,755.6,Vehicle purchase
L001371,C000059,2023-08-01,Personal loan,46554.44,36,9.221,1485.21,Debt consolidation
L001372,C000772,2023-04-01,Auto loan,26966.51,72,8.586,480.56,Vehicle purchase
L001373,C000542,2019-08-01,Mortgage,296758.23,180,3.954,2188.18,Home purchase
L001374,C001811,2021-08-01,Mortgage,381809.05,240,3.269,2169.27,Home purchase
L001375,C001060,2023-06-01,Auto loan,60991.9,60,4.674,1141.91,Vehicle purchase
L001376,C000184,2023-10-01,Auto loan,46905.96,48,7.14,1126.28,Vehicle purchase
L001377,C001054,2023-07-01,Mortgage,359141.13,240,4.189,2212.28,Home purchase
L001378,C001449,2023-02-01,Personal loan,23828.55,36,4.218,705.83,Major purchase
L001379,C001633,2023-05-01,Auto loan,32011.02,60,4.114,591.17,Vehicle purchase
L001380,C000155,2021-07-01,Personal loan,22841.38,60,6.125,442.92,Debt consolidation
L001381,C000373,2022-10-01,Auto loan,40150.85,48,6.902,959.64,Vehicle purchase
L001382,C001843,2018-02-01,Mortgage,209490.09,300,5.654,1305.73,Home purchase
L001383,C000346,2023-03-01,Auto loan,25097.61,48,8.543,619.12,Vehicle purchase
L001384,C000152,2022-08-01,Credit card,20605.34,60,18.338,618.16,Revolving credit
L001385,C001608,2023-05-01,Auto loan,14548.45,60,7.974,294.81,Vehicle purchase
L001386,C000831,2023-05-01,Personal loan,40671.16,60,7.745,819.7,Major purchase
L001387,C001549,2019-01-01,Mortgage,233839.29,240,5.342,1587.81,Home purchase
L001388,C001727,2022-05-01,Credit card,4877.51,60,19.074,146.33,Revolving credit
L001389,C001232,2022-10-01,Auto loan,42178.36,36,4.898,1262.19,Vehicle purchase
L001390,C000491,2022-05-01,Mortgage,190619.37,240,5.786,1342.2,Home purchase
L001391,C000914,2023-08-01,Mortgage,206979.83,300,1.889,866.11,Home purchase
L001392,C002033,2023-09-01,Credit card,22763.89,60,13.363,682.92,Revolving credit
L001393,C001031,2022-06-01,Personal loan,42185.76,48,6.352,997.55,Debt consolidation
L001394,C000593,2018-03-01,Mortgage,102681.41,300,3.034,488.75,Home purchase
L001395,C000228,2022-12-01,Credit card,11411.67,60,17.59,342.35,Revolving credit
L001396,C001572,2023-04-01,Auto loan,43572.45,48,6.502,1033.36,Vehicle purchase
L001397,C001780,2023-08-01,Auto loan,16941.05,48,6.235,399.69,Vehicle purchase
L001398,C000641,2020-03-01,Mortgage,180938.73,180,3.007,1250.13,Home purchase
L001399,C002030,2023-02-01,Credit card,3323.81,60,16.91,99.71,Revolving credit
L001400,C001256,2023-04-01,Personal loan,40736.3,24,12.595,1928.94,Home improvement
L001401,C001022,2022-07-01,Credit card,23212.93,60,17.902,696.39,Revolving credit
L001402,C001930,2023-02-01,Auto loan,24005.36,36,4.611,715.28,Vehicle purchase
L001403,C001768,2018-09-01,Mortgage,153772.78,180,4.471,1174.04,Home purchase
L001404,C001059,2022-04-01,Personal loan,43512.23,48,15.43,1220.48,Major purchase
L001405,C001636,2022-04-01,Auto loan,42304.14,48,8.207,1036.88,Vehicle purchase
L001406,C000823,2023-10-01,Credit card,23525.57,60,20.57,705.77,Revolving credit
L001407,C000674,2022-01-01,Auto loan,12309.15,72,6.934,209.47,Vehicle purchase
L001408,C000956,2022-04-01,Personal loan,53564.96,60,6.652,1051.87,Home improvement
L001409,C001303,2023-02-01,Personal loan,48388.18,36,7.308,1500.9,Home improvement
L001410,C000192,2021-08-01,Credit card,11930.34,60,14.773,357.91,Revolving credit
L001411,C001907,2022-05-01,Personal loan,21249.54,48,6.284,501.81,Major purchase
L001412,C002029,2022-04-01,Personal loan,18171.71,60,15.58,437.86,Education
L001413,C000493,2022-10-01,Credit card,8835.73,60,20.187,265.07,Revolving credit
L001414,C001768,2021-11-01,Credit card,22295.74,60,14.464,668.87,Revolving credit
L001415,C001056,2022-05-01,Credit card,16349.58,60,22.643,490.49,Revolving credit
L001416,C001816,2022-12-01,Personal loan,16918.85,60,8.24,345.0,Debt consolidation
L001417,C000288,2022-07-01,Personal loan,25956.78,36,7.179,803.59,Education
L001418,C000272,2022-08-01,Credit card,20186.36,60,16.299,605.59,Revolving credit
L001419,C001751,2022-10-01,Mortgage,291859.51,300,2.268,1275.47,Home purchase
L001420,C000805,2023-03-01,Personal loan,49264.88,36,7.804,1539.34,Home improvement
L001421,C000717,2023-01-01,Auto loan,13692.94,36,5.662,414.47,Vehicle purchase
L001422,C001197,2022-04-01,Credit card,16707.56,60,16.583,501.23,Revolving credit
L001423,C001967,2023-05-01,Personal loan,25286.96,60,5.486,482.85,Debt consolidation
L001424,C000791,2021-09-01,Auto loan,55363.91,60,6.964,1095.33,Vehicle purchase
L001425,C001278,2022-01-01,Auto loan,56581.12,60,4.055,1043.42,Vehicle purchase
L001426,C001545,2022-04-01,Auto loan,50568.3,48,9.533,1271.23,Vehicle purchase
L001427,C000871,2022-09-01,Credit card,19415.69,60,16.39,582.47,Revolving credit
L001428,C001967,2023-04-01,Personal loan,9170.67,36,4.219,271.65,Debt consolidation
L001429,C000168,2022-11-01,Personal loan,49216.09,60,15.217,1176.47,Major purchase
L001430,C000973,2022-01-01,Personal loan,40824.46,60,4.072,753.18,Education
L001431,C000486,2023-10-01,Auto loan,56844.71,48,4.954,1307.9,Vehicle purchase
L001432,C000442,2023-06-01,Personal loan,54259.14,36,7.922,1698.33,Debt consolidation
L001433,C000442,2022-03-01,Credit card,20533.91,60,23.819,616.02,Revolving credit
L001434,C001706,2023-01-01,Personal loan,39366.71,36,14.723,1359.33,Major purchase
L001435,C000112,2022-09-01,Mortgage,415791.35,240,3.879,2493.26,Home purchase
L001436,C001577,2023-02-01,Personal loan,34640.23,48,13.967,946.02,Home improvement
L001437,C000478,2021-09-01,Credit card,9364.92,60,21.667,280.95,Revolving credit
L001438,C001263,2022-02-01,Auto loan,61870.47,60,9.467,1298.39,Vehicle purchase
L001439,C000177,2023-07-01,Personal loan,17366.31,60,7.899,351.29,Debt consolidation
L001440,C000130,2021-09-01,Auto loan,56289.79,60,6.488,1101.07,Vehicle purchase
L001441,C000403,2022-04-01,Credit card,7157.81,60,19.841,214.73,Revolving credit
L001442,C000109,2023-08-01,Credit card,16918.33,60,16.607,507.55,Revolving credit
L001443,C000775,2021-09-01,Credit card,5176.89,60,12.66,155.31,Revolving credit
L001444,C001329,2021-08-01,Credit card,19396.89,60,19.44,581.91,Revolving credit
L001445,C000629,2023-01-01,Personal loan,53292.45,60,8.832,1101.93,Debt consolidation
L001446,C001880,2020-02-01,Mortgage,120233.64,180,5.7,995.23,Home purchase
L001447,C000295,2022-10-01,Credit card,7340.59,60,22.127,220.22,Revolving credit
L001448,C000554,2021-07-01,Auto loan,44268.39,60,3.956,814.39,Vehicle purchase
L001449,C001020,2023-08-01,Auto loan,29414.92,48,5.836,688.61,Vehicle purchase
L001450,C001825,2023-05-01,Personal loan,50393.62,24,6.251,2239.18,Home improvement
L001451,C000454,2023-09-01,Personal loan,47252.25,48,6.763,1126.33,Home improvement
L001452,C000540,2023-08-01,Personal loan,45525.87,48,12.429,1208.49,Home improvement
L001453,C001563,2022-11-01,Personal loan,22171.3,72,11.676,429.73,Education
L001454,C001202,2021-11-01,Personal loan,17640.65,60,6.068,341.6,Debt consolidation
L001455,C000819,2021-10-01,Credit card,23907.62,60,20.826,717.23,Revolving credit
L001456,C000948,2023-05-01,Credit card,9289.89,60,17.58,278.7,Revolving credit
L001457,C001433,2021-11-01,Auto loan,56974.17,60,8.658,1173.26,Vehicle purchase
L001458,C001464,2023-03-01,Auto loan,50872.93,48,6.296,1201.68,Vehicle purchase
L001459,C001252,2022-05-01,Personal loan,43398.01,48,11.589,1134.09,Home improvement
L001460,C000706,2023-03-01,Credit card,19048.52,60,19.953,571.46,Revolving credit
L001461,C002010,2023-07-01,Credit card,4446.71,60,23.769,133.4,Revolving credit
L001462,C000248,2022-08-01,Mortgage,186203.96,180,1.863,1186.5,Home purchase
L001463,C001905,2023-10-01,Credit card,13047.8,60,22.474,391.43,Revolving credit
L001464,C000546,2019-04-01,Mortgage,408878.12,180,4.442,3115.86,Home purchase
L001465,C001938,2022-08-01,Credit card,18192.68,60,18.407,545.78,Revolving credit
L001466,C001253,2023-06-01,Personal loan,14007.93,24,9.284,641.78,Debt consolidation
L001467,C001651,2023-07-01,Personal loan,32366.32,48,15.158,903.37,Debt consolidation
L001468,C001459,2023-06-01,Credit card,4819.01,60,13.585,144.57,Revolving credit
L001469,C000916,2023-01-01,Personal loan,40322.25,36,13.015,1358.9,Home improvement
L001470,C001932,2023-07-01,Personal loan,18984.59,60,10.87,411.54,Home improvement
L001471,C001859,2021-11-01,Personal loan,33310.67,72,9.838,614.39,Debt consolidation
L001472,C000534,2022-05-01,Personal loan,48243.91,60,7.568,968.26,Major purchase
L001473,C000846,2022-05-01,Credit card,19873.77,60,17.763,596.21,Revolving credit
L001474,C001883,2021-07-01,Credit card,3484.98,60,23.614,104.55,Revolving credit
L001475,C000640,2023-05-01,Auto loan,52740.89,60,7.597,1059.26,Vehicle purchase
L001476,C000214,2023-07-01,Personal loan,31014.11,48,15.78,875.45,Debt consolidation
L001477,C000903,2023-01-01,Personal loan,26160.83,36,8.928,831.03,Education
L001478,C000420,2023-07-01,Credit card,20249.68,60,22.801,607.49,Revolving credit
L001479,C000875,2022-12-01,Auto loan,23696.14,60,7.82,478.44,Vehicle purchase
L001480,C001886,2022-08-01,Credit card,17822.03,60,17.929,534.66,Revolving credit
L001481,C000863,2023-07-01,Personal loan,4024.82,48,5.226,93.1,Education
L001482,C000752,2021-12-01,Credit card,14192.88,60,16.854,425.79,Revolving credit
L001483,C001455,2023-01-01,Credit card,5432.28,60,19.911,162.97,Revolving credit
L001484,C000554,2023-10-01,Auto loan,10254.56,48,5.209,237.13,Vehicle purchase
L001485,C001541,2022-05-01,Personal loan,40131.67,72,14.338,834.23,Home improvement
L001486,C000950,2023-03-01,Credit card,10226.51,60,13.126,306.8,Revolving credit
L001487,C001534,2022-04-01,Auto loan,31391.17,48,6.098,738.63,Vehicle purchase
L001488,C001376,2021-07-01,Mortgage,263946.88,240,3.205,1491.07,Home purchase
L001489,C000112,2022-04-01,Auto loan,51122.37,60,3.442,928.68,Vehicle purchase
L001490,C000764,2022-03-01,Personal loan,21854.01,60,13.797,506.21,Debt consolidation
L001491,C000113,2023-04-01,Personal loan,25381.29,36,15.202,882.36,Major purchase
L001492,C000186,2021-02-01,Mortgage,243659.24,180,4.045,1807.87,Home purchase
L001493,C001629,2022-01-01,Personal loan,28279.58,48,14.463,779.37,Debt consolidation
L001494,C000235,2023-06-01,Personal loan,6314.48,36,11.704,208.84,Home improvement
L001495,C001374,2022-02-01,Personal loan,17899.22,48,4.354,406.99,Debt consolidation
L001496,C001026,2021-12-01,Credit card,8132.28,60,13.75,243.97,Revolving credit
L001497,C001274,2023-06-01,Personal loan,33448.21,36,10.938,1094.07,Debt consolidation
L001498,C000143,2023-04-01,Personal loan,37808.41,24,5.756,1671.54,Debt consolidation
L001499,C002005,2022-09-01,Credit card,2728.65,60,19.545,81.86,Revolving credit
L001500,C001694,2023-05-01,Auto loan,53096.63,48,6.493,1259.01,Vehicle purchase
L001501,C000354,2022-07-01,Personal loan,33844.48,72,7.779,589.75,Debt consolidation
L001502,C000473,2023-05-01,Personal loan,28552.03,48,6.121,672.12,Debt consolidation
L001503,C000598,2023-08-01,Personal loan,47100.5,36,8.108,1478.31,Debt consolidation
L001504,C001534,2022-11-01,Auto loan,17575.21,60,9.499,369.1,Vehicle purchase
L001505,C002047,2023-01-01,Credit card,6758.34,60,23.867,202.75,Revolving credit
L001506,C000461,2022-10-01,Credit card,15959.4,60,14.581,478.78,Revolving credit
L001507,C000091,2023-09-01,Credit card,10122.84,60,16.329,303.69,Revolving credit
L001508,C000962,2022-08-01,Mortgage,242096.27,180,2.368,1599.28,Home purchase
L001509,C000933,2021-11-01,Credit card,15878.91,60,20.312,476.37,Revolving credit
L001510,C000647,2022-03-01,Credit card,11164.93,60,22.486,334.95,Revolving credit
L001511,C000878,2023-08-01,Personal loan,19087.51,60,6.052,369.47,Education
L001512,C001706,2023-07-01,Mortgage,311057.87,180,4.998,2459.45,Home purchase
L001513,C000725,2022-12-01,Credit card,23896.1,60,21.366,716.88,Revolving credit
L001514,C001597,2021-12-01,Credit card,19539.71,60,20.36,586.19,Revolving credit
L001515,C000599,2023-05-01,Personal loan,43411.48,48,14.208,1190.82,Home improvement
L001516,C001617,2022-10-01,Personal loan,39520.16,60,4.808,742.33,Home improvement
L001517,C000020,2022-03-01,Mortgage,403870.91,300,3.095,1935.18,Home purchase
L001518,C000383,2022-01-01,Credit card,6668.33,60,22.72,200.05,Revolving credit
L001519,C001637,2023-01-01,Personal loan,21977.17,24,8.847,1002.48,Home improvement
L001520,C000260,2019-12-01,Mortgage,243891.14,240,3.482,1412.23,Home purchase
L001521,C001553,2021-11-01,Mortgage,229049.01,240,2.046,1163.69,Home purchase
L001522,C000427,2023-04-01,Auto loan,21428.32,60,8.587,440.53,Vehicle purchase
L001523,C001713,2023-02-01,Personal loan,13271.66,48,9.539,333.67,Home improvement
L001524,C000538,2018-09-01,Mortgage,130007.27,240,4.161,798.92,Home purchase
L001525,C000116,2022-10-01,Mortgage,178646.43,180,3.615,1287.21,Home purchase
L001526,C000843,2023-05-01,Personal loan,27645.67,24,7.706,1246.64,Major purchase
L001527,C001208,2023-02-01,Mortgage,116267.49,240,2.111,594.33,Home purchase
L001528,C001427,2023-04-01,Personal loan,35667.35,60,14.285,835.2,Major purchase
L001529,C001326,2022-01-01,Personal loan,28207.76,48,10.743,725.53,Home improvement
L001530,C001044,2023-05-01,Personal loan,31654.92,24,14.965,1534.32,Education
L001531,C000410,2021-11-01,Auto loan,44181.95,60,3.823,810.14,Vehicle purchase
L001532,C001714,2022-08-01,Personal loan,13416.03,72,15.403,286.63,Home improvement
L001533,C001855,2023-03-01,Auto loan,34657.29,60,8.269,707.19,Vehicle purchase
L001534,C000017,2023-03-01,Credit card,18563.6,60,22.24,556.91,Revolving credit
L001535,C001240,2022-05-01,Mortgage,310489.84,240,4.878,2028.31,Home purchase
L001536,C000696,2023-07-01,Credit card,3434.04,60,21.117,103.02,Revolving credit
L001537,C001853,2023-02-01,Personal loan,38855.05,48,12.145,1025.97,Debt consolidation
L001538,C001372,2023-03-01,Personal loan,3062.96,48,5.213,70.83,Home improvement
L001539,C001551,2021-08-01,Credit card,8189.52,60,17.516,245.69,Revolving credit
L001540,C001458,2019-06-01,Mortgage,339533.0,240,3.369,1946.42,Home purchase
L001541,C000658,2023-04-01,Credit card,13502.71,60,14.664,405.08,Revolving credit
L001542,C001265,2023-07-01,Personal loan,21664.49,60,11.919,481.03,Debt consolidation
L001543,C001483,2022-04-01,Credit card,10619.79,60,21.63,318.59,Revolving credit
L001544,C000804,2023-08-01,Credit card,5885.98,60,18.169,176.58,Revolving credit
L001545,C000870,2021-10-01,Mortgage,206310.09,300,3.188,998.68,Home purchase
L001546,C001380,2022-05-01,Credit card,16461.12,60,19.419,493.83,Revolving credit
L001547,C001892,2023-07-01,Auto loan,36587.0,48,7.783,889.48,Vehicle purchase
L001548,C000899,2022-11-01,Personal loan,49648.97,60,7.107,985.62,Education
L001549,C000603,2022-03-01,Personal loan,10415.48,72,8.257,183.92,Home improvement
L001550,C000081,2023-03-01,Personal loan,16077.36,48,8.488,396.19,Major purchase
L001551,C001313,2023-07-01,Personal loan,36527.69,48,8.664,903.17,Debt consolidation
L001552,C000936,2023-08-01,Personal loan,44846.79,36,12.571,1501.82,Home improvement
L001553,C000588,2023-10-01,Auto loan,13666.16,60,7.713,275.23,Vehicle purchase
L001554,C001826,2023-03-01,Personal loan,32753.88,60,15.791,792.87,Debt consolidation
L001555,C002026,2023-01-01,Personal loan,39516.84,36,8.446,1246.45,Debt consolidation
L001556,C001260,2023-05-01,Mortgage,376616.21,240,4.083,2298.71,Home purchase
L001557,C000201,2021-07-01,Credit card,18961.07,60,15.403,568.83,Revolving credit
L001558,C000996,2018-09-01,Mortgage,189463.84,300,5.661,1181.73,Home purchase
L001559,C000958,2018-12-01,Mortgage,325318.77,180,4.832,2544.29,Home purchase
L001560,C000070,2023-02-01,Mortgage,311174.22,240,5.646,2166.33,Home purchase
