loan_id,snapshot_month,actual_synthetic_target,predicted_probability,risk_tier,data_split
L000811,2024-08-01,0,0.03820795,Monitor,train
L000812,2024-08-01,0,0.02872208,Low,train
L000813,2024-08-01,0,0.03005009,Low,train
L000814,2024-08-01,0,0.04398968,Monitor,train
L000815,2024-08-01,0,0.03839652,Monitor,train
L000816,2024-08-01,0,0.02489541,Low,train
L000817,2024-08-01,0,0.03494015,Monitor,train
L000818,2024-08-01,0,0.03473137,Monitor,train
L000819,2024-08-01,0,0.03717161,Monitor,train
L000820,2024-08-01,0,0.05431274,High,train
L000821,2024-08-01,0,0.02562688,Low,train
L000822,2024-08-01,0,0.02594827,Low,train
L000823,2024-08-01,0,0.0370737,Monitor,train
L000824,2024-08-01,0,0.06304475,High,train
L000825,2024-08-01,0,0.02716769,Low,train
L000826,2024-08-01,0,0.06294305,High,train
L000827,2024-08-01,0,0.09905236,Critical,train
L000828,2024-08-01,0,0.49863226,Critical,train
L000829,2024-08-01,1,0.03831972,Monitor,train
L000830,2024-08-01,0,0.06211514,High,train
L000831,2024-08-01,0,0.03539918,Monitor,train
L000832,2024-08-01,0,0.02705434,Low,train
L000833,2024-08-01,0,0.03815312,Monitor,train
L000834,2024-08-01,0,0.02416105,Low,train
L000835,2024-08-01,0,0.02978305,Low,train
L000836,2024-08-01,0,0.05015601,High,train
L000837,2024-08-01,0,0.03487439,Monitor,train
L000838,2024-08-01,0,0.0297791,Low,train
L000839,2024-08-01,0,0.04018402,Monitor,train
L000840,2024-08-01,0,0.0360682,Monitor,train
L000841,2024-08-01,0,0.17167827,Critical,train
L000842,2024-08-01,0,0.03859063,Monitor,train
L000843,2024-08-01,0,0.03551801,Monitor,train
L000844,2024-08-01,0,0.0321559,Low,train
L000845,2024-08-01,0,0.02083508,Low,train
L000846,2024-08-01,0,0.03559967,Monitor,train
L000847,2024-08-01,0,0.0258421,Low,train
L000848,2024-08-01,0,0.07469268,High,train
L000849,2024-08-01,0,0.03447857,Low,train
L000850,2024-08-01,0,0.03445691,Low,train
L000851,2024-08-01,0,0.02926089,Low,train
L000852,2024-08-01,0,0.04484714,Monitor,train
L000853,2024-08-01,0,0.0269359,Low,train
L000854,2024-08-01,0,0.03947265,Monitor,train
L000855,2024-08-01,0,0.02443808,Low,train
L000856,2024-08-01,0,0.03028632,Low,train
L000857,2024-08-01,0,0.03144233,Low,train
L000858,2024-08-01,0,0.03971038,Monitor,train
L000859,2024-08-01,0,0.04081832,Monitor,train
L000860,2024-08-01,0,0.03132361,Low,train
L000861,2024-08-01,0,0.02665397,Low,train
L000862,2024-08-01,0,0.03296515,Low,train
L000863,2024-08-01,0,0.04276979,Monitor,train
L000864,2024-08-01,0,0.03293207,Low,train
L000865,2024-08-01,0,0.13355984,Critical,train
L000866,2024-08-01,0,0.04733354,High,train
L000867,2024-08-01,0,0.03862672,Monitor,train
L000868,2024-08-01,0,0.03979928,Monitor,train
L000869,2024-08-01,0,0.02652129,Low,train
L000870,2024-08-01,0,0.02667326,Low,train
L000871,2024-08-01,0,0.0484967,High,train
L000872,2024-08-01,0,0.0377852,Monitor,train
L000873,2024-08-01,0,0.03770398,Monitor,train
L000874,2024-08-01,0,0.03473489,Monitor,train
L000875,2024-08-01,0,0.04176369,Monitor,train
L000876,2024-08-01,0,0.02795736,Low,train
L000877,2024-08-01,0,0.02579389,Low,train
L000878,2024-08-01,0,0.02335269,Low,train
L000879,2024-08-01,0,0.05220027,High,train
L000880,2024-08-01,0,0.0480191,High,train
L000881,2024-08-01,0,0.03485278,Monitor,train
L000882,2024-08-01,0,0.02821975,Low,train
L000883,2024-08-01,1,0.0335379,Low,train
L000884,2024-08-01,0,0.04725197,High,train
L000885,2024-08-01,0,0.04944468,High,train
L000886,2024-08-01,0,0.05143848,High,train
L000887,2024-08-01,0,0.02039691,Low,train
L000888,2024-08-01,0,0.0246265,Low,train
L000889,2024-08-01,0,0.04305637,Monitor,train
L000890,2024-08-01,0,0.03162761,Low,train
L000891,2024-08-01,0,0.03183123,Low,train
L000892,2024-08-01,0,0.04298462,Monitor,train
L000893,2024-08-01,0,0.0310469,Low,train
L000894,2024-08-01,0,0.02658969,Low,train
L000895,2024-08-01,0,0.05027118,High,train
L000896,2024-08-01,0,0.02434034,Low,train
L000897,2024-08-01,0,0.03633277,Monitor,train
L000898,2024-08-01,0,0.03340661,Low,train
L000899,2024-08-01,0,0.03692186,Monitor,train
L000900,2024-08-01,0,0.03587536,Monitor,train
L000901,2024-08-01,0,0.03837018,Monitor,train
L000902,2024-08-01,0,0.03770656,Monitor,train
L000903,2024-08-01,0,0.036008,Monitor,train
L000904,2024-08-01,0,0.02819371,Low,train
L000905,2024-08-01,0,0.02750402,Low,train
L000906,2024-08-01,0,0.02667162,Low,train
L000907,2024-08-01,0,0.03653724,Monitor,train
L000908,2024-08-01,0,0.03289204,Low,train
L000909,2024-08-01,0,0.02263566,Low,train
L000910,2024-08-01,0,0.03701223,Monitor,train
L000911,2024-08-01,0,0.06148741,High,train
L000912,2024-08-01,0,0.04769825,High,train
L000913,2024-08-01,0,0.05004484,High,train
L000914,2024-08-01,0,0.03752664,Monitor,train
L000915,2024-08-01,0,0.05102534,High,train
L000916,2024-08-01,0,0.03607009,Monitor,train
L000917,2024-08-01,0,0.02563091,Low,train
L000918,2024-08-01,0,0.02524121,Low,train
L000919,2024-08-01,0,0.03395233,Low,train
L000920,2024-08-01,0,0.02749302,Low,train
L000921,2024-08-01,0,0.03476165,Monitor,train
L000922,2024-08-01,0,0.02124753,Low,train
L000923,2024-08-01,0,0.03306189,Low,train
L000924,2024-08-01,1,0.03096386,Low,train
L000925,2024-08-01,0,0.02848977,Low,train
L000926,2024-08-01,0,0.05285383,High,train
L000927,2024-08-01,0,0.03222887,Low,train
L000928,2024-08-01,0,0.02917903,Low,train
L000929,2024-08-01,0,0.03304588,Low,train
L000930,2024-08-01,0,0.03079806,Low,train
L000931,2024-08-01,0,0.06308201,High,train
L000932,2024-08-01,0,0.03396305,Low,train
L000933,2024-08-01,0,0.22971695,Critical,train
L000934,2024-08-01,0,0.31873405,Critical,train
L000935,2024-08-01,0,0.02966291,Low,train
L000936,2024-08-01,0,0.03422865,Low,train
L000937,2024-08-01,0,0.03090109,Low,train
L000938,2024-08-01,0,0.21407741,Critical,train
L000939,2024-08-01,0,0.03481282,Monitor,train
L000940,2024-08-01,0,0.08842035,High,train
L000941,2024-08-01,0,0.03655585,Monitor,train
L000942,2024-08-01,0,0.03045615,Low,train
L000943,2024-08-01,0,0.04123,Monitor,train
L000944,2024-08-01,0,0.02680571,Low,train
L000945,2024-08-01,0,0.03275246,Low,train
L000946,2024-08-01,0,0.03558813,Monitor,train
L000947,2024-08-01,1,0.88743523,Critical,train
L000948,2024-08-01,0,0.03061681,Low,train
L000949,2024-08-01,0,0.03910272,Monitor,train
L000950,2024-08-01,0,0.02543086,Low,train
L000951,2024-08-01,0,0.14765167,Critical,train
L000952,2024-08-01,0,0.02980559,Low,train
L000953,2024-08-01,0,0.03042375,Low,train
L000954,2024-08-01,0,0.0605532,High,train
L000955,2024-08-01,0,0.0513463,High,train
L000956,2024-08-01,0,0.02792656,Low,train
L000957,2024-08-01,0,0.07795366,High,train
L000958,2024-08-01,1,0.02539646,Low,train
L000959,2024-08-01,0,0.04120953,Monitor,train
L000960,2024-08-01,0,0.03273863,Low,train
L000961,2024-08-01,0,0.05062839,High,train
L000962,2024-08-01,0,0.04207318,Monitor,train
L000963,2024-08-01,0,0.03997327,Monitor,train
L000964,2024-08-01,0,0.03351622,Low,train
L000965,2024-08-01,0,0.03713067,Monitor,train
L000966,2024-08-01,0,0.01891313,Low,train
L000967,2024-08-01,0,0.04300541,Monitor,train
L000968,2024-08-01,1,0.03046908,Low,train
L000969,2024-08-01,0,0.03080153,Low,train
L000970,2024-08-01,0,0.03235594,Low,train
L000971,2024-08-01,0,0.03135336,Low,train
L000972,2024-08-01,0,0.02413826,Low,train
L000973,2024-08-01,0,0.03981672,Monitor,train
L000974,2024-08-01,0,0.03889195,Monitor,train
L000975,2024-08-01,0,0.04412089,Monitor,train
L000976,2024-08-01,0,0.03021003,Low,train
L000977,2024-08-01,0,0.0322413,Low,train
L000978,2024-08-01,0,0.02821858,Low,train
L000979,2024-08-01,0,0.03399947,Low,train
L000980,2024-08-01,0,0.04956203,High,train
L000981,2024-08-01,0,0.02573197,Low,train
L000982,2024-08-01,0,0.0546071,High,train
L000983,2024-08-01,0,0.02870358,Low,train
L000984,2024-08-01,0,0.040907,Monitor,train
L000985,2024-08-01,0,0.04585225,High,train
L000986,2024-08-01,0,0.04296005,Monitor,train
L000987,2024-08-01,0,0.02720819,Low,train
L000988,2024-08-01,0,0.05014985,High,train
L000989,2024-08-01,0,0.03399057,Low,train
L000990,2024-08-01,0,0.03143056,Low,train
L000991,2024-08-01,0,0.03019919,Low,train
L000992,2024-08-01,0,0.03524929,Monitor,train
L000993,2024-08-01,0,0.03206746,Low,train
L000994,2024-08-01,0,0.03914044,Monitor,train
L000995,2024-08-01,1,0.04122703,Monitor,train
L000996,2024-08-01,1,0.48881009,Critical,train
L000997,2024-08-01,1,0.06541138,High,train
L000998,2024-08-01,0,0.03169601,Low,train
L000999,2024-08-01,0,0.03912916,Monitor,train
L001000,2024-08-01,0,0.02853908,Low,train
L001001,2024-08-01,0,0.024543,Low,train
L001002,2024-08-01,0,0.03046788,Low,train
L001003,2024-08-01,0,0.02285708,Low,train
L001004,2024-08-01,0,0.0501644,High,train
L001005,2024-08-01,0,0.05532282,High,train
L001006,2024-08-01,0,0.07162856,High,train
L001007,2024-08-01,0,0.03407061,Low,train
L001008,2024-08-01,0,0.03820058,Monitor,train
L001009,2024-08-01,0,0.0313426,Low,train
L001010,2024-08-01,0,0.06092751,High,train
L001011,2024-08-01,1,0.04170865,Monitor,train
L001012,2024-08-01,0,0.02347619,Low,train
L001013,2024-08-01,0,0.03166061,Low,train
L001014,2024-08-01,0,0.03469696,Monitor,train
L001015,2024-08-01,0,0.03499167,Monitor,train
L001016,2024-08-01,0,0.03045035,Low,train
L001017,2024-08-01,0,0.06599864,High,train
L001018,2024-08-01,0,0.02699907,Low,train
L001019,2024-08-01,0,0.05259192,High,train
L001020,2024-08-01,0,0.05118476,High,train
L001021,2024-08-01,0,0.03167186,Low,train
L001022,2024-08-01,0,0.0309605,Low,train
L001023,2024-08-01,0,0.0337073,Low,train
L001024,2024-08-01,0,0.05878769,High,train
L001025,2024-08-01,0,0.0279104,Low,train
L001026,2024-08-01,0,0.03993783,Monitor,train
L001027,2024-08-01,0,0.0383638,Monitor,train
L001028,2024-08-01,0,0.02891327,Low,train
L001029,2024-08-01,0,0.02599469,Low,train
L001030,2024-08-01,0,0.02793007,Low,train
L001031,2024-08-01,0,0.03929333,Monitor,train
L001032,2024-08-01,0,0.02823504,Low,train
L001033,2024-08-01,0,0.0704661,High,train
L001034,2024-08-01,0,0.02941655,Low,train
L001035,2024-08-01,0,0.04022456,Monitor,train
L001036,2024-08-01,0,0.07968521,High,train
L001037,2024-08-01,0,0.0284659,Low,train
L001038,2024-08-01,0,0.02360035,Low,train
L001039,2024-08-01,0,0.06781154,High,train
L001040,2024-08-01,0,0.02722512,Low,train
L001041,2024-08-01,0,0.02699422,Low,train
L001042,2024-08-01,0,0.02909175,Low,train
L001043,2024-08-01,0,0.03398649,Low,train
L001044,2024-08-01,0,0.02567875,Low,train
L001045,2024-08-01,1,0.03414328,Low,train
L001046,2024-08-01,0,0.02453569,Low,train
L001047,2024-08-01,0,0.03214097,Low,train
L001048,2024-08-01,0,0.03696882,Monitor,train
L001049,2024-08-01,0,0.0436877,Monitor,train
L001050,2024-08-01,0,0.030189,Low,train
L001051,2024-08-01,0,0.04618419,High,train
L001052,2024-08-01,0,0.02986651,Low,train
L001053,2024-08-01,0,0.02911474,Low,train
L001054,2024-08-01,0,0.04745098,High,train
L001055,2024-08-01,0,0.03121775,Low,train
L001056,2024-08-01,0,0.02773576,Low,train
L001057,2024-08-01,0,0.04518379,Monitor,train
L001058,2024-08-01,0,0.02709284,Low,train
L001059,2024-08-01,0,0.02869959,Low,train
L001060,2024-08-01,0,0.0357022,Monitor,train
L001061,2024-08-01,0,0.02780547,Low,train
L001062,2024-08-01,0,0.05180485,High,train
L001063,2024-08-01,0,0.08758278,High,train
L001064,2024-08-01,0,0.03506971,Monitor,train
L001065,2024-08-01,0,0.02760545,Low,train
L001066,2024-08-01,0,0.03361535,Low,train
L001067,2024-08-01,0,0.03382356,Low,train
L001068,2024-08-01,0,0.02888063,Low,train
L001069,2024-08-01,0,0.02707144,Low,train
L001070,2024-08-01,0,0.07147037,High,train
L001071,2024-08-01,0,0.09341729,High,train
L001072,2024-08-01,0,0.03109452,Low,train
L001073,2024-08-01,0,0.03876772,Monitor,train
L001074,2024-08-01,0,0.02690701,Low,train
L001075,2024-08-01,0,0.02742277,Low,train
L001076,2024-08-01,0,0.03054271,Low,train
L001077,2024-08-01,0,0.030669,Low,train
L001078,2024-08-01,0,0.02850774,Low,train
L001079,2024-08-01,0,0.02917124,Low,train
L001080,2024-08-01,0,0.02989024,Low,train
L001081,2024-08-01,0,0.0259484,Low,train
L001082,2024-08-01,0,0.0267254,Low,train
L001083,2024-08-01,0,0.02802977,Low,train
L001084,2024-08-01,0,0.08406898,High,train
L001085,2024-08-01,0,0.05717086,High,train
L001086,2024-08-01,0,0.02887977,Low,train
L001087,2024-08-01,0,0.03368896,Low,train
L001088,2024-08-01,0,0.0736431,High,train
L001089,2024-08-01,0,0.0396271,Monitor,train
L001090,2024-08-01,0,0.03069811,Low,train
L001091,2024-08-01,0,0.03379485,Low,train
L001092,2024-08-01,0,0.0441479,Monitor,train
L001093,2024-08-01,0,0.04823537,High,train
L001094,2024-08-01,0,0.03941762,Monitor,train
L001095,2024-08-01,0,0.0635219,High,train
L001096,2024-08-01,0,0.03262914,Low,train
L001097,2024-08-01,0,0.03787957,Monitor,train
L001098,2024-08-01,0,0.02561835,Low,train
L001099,2024-08-01,0,0.01897421,Low,train
L001100,2024-08-01,0,0.0278526,Low,train
L001101,2024-08-01,0,0.03756017,Monitor,train
L001102,2024-08-01,0,0.16303427,Critical,train
L001103,2024-08-01,0,0.04014381,Monitor,train
L001104,2024-08-01,0,0.03779382,Monitor,train
L001105,2024-08-01,0,0.02797271,Low,train
L001106,2024-08-01,0,0.08713393,High,train
L001107,2024-08-01,0,0.03058918,Low,train
L001108,2024-08-01,0,0.03834496,Monitor,train
L001109,2024-08-01,0,0.02275009,Low,train
L001110,2024-08-01,0,0.06126524,High,train
L001111,2024-08-01,0,0.02794897,Low,train
L001112,2024-08-01,0,0.03302525,Low,train
L001113,2024-08-01,0,0.05865137,High,train
L001114,2024-08-01,0,0.16811485,Critical,train
L001115,2024-08-01,0,0.03283147,Low,train
L001116,2024-08-01,0,0.02827914,Low,train
L001117,2024-08-01,1,0.05510053,High,train
L001118,2024-08-01,0,0.05680294,High,train
L001119,2024-08-01,0,0.03342777,Low,train
L001120,2024-08-01,0,0.0366662,Monitor,train
L001121,2024-08-01,0,0.02449947,Low,train
L001122,2024-08-01,0,0.02229541,Low,train
L001123,2024-08-01,0,0.05953218,High,train
L001124,2024-08-01,0,0.02823377,Low,train
L001125,2024-08-01,0,0.02277713,Low,train
L001126,2024-08-01,0,0.04693629,High,train
L001127,2024-08-01,0,0.04482131,Monitor,train
L001128,2024-08-01,1,0.05214591,High,train
L001129,2024-08-01,0,0.04266636,Monitor,train
L001130,2024-08-01,0,0.02293781,Low,train
L001131,2024-08-01,0,0.02915607,Low,train
L001132,2024-08-01,0,0.03644036,Monitor,train
L001133,2024-08-01,0,0.02494022,Low,train
L001134,2024-08-01,0,0.04332683,Monitor,train
L001135,2024-08-01,0,0.03281722,Low,train
L001136,2024-08-01,0,0.03677316,Monitor,train
L001137,2024-08-01,0,0.03736824,Monitor,train
L001138,2024-08-01,0,0.03099692,Low,train
L001139,2024-08-01,0,0.30901751,Critical,train
L001140,2024-08-01,0,0.03276741,Low,train
L001141,2024-08-01,0,0.04512712,Monitor,train
L001142,2024-08-01,0,0.03578828,Monitor,train
L001143,2024-08-01,0,0.03285465,Low,train
L001144,2024-08-01,0,0.03449397,Low,train
L001145,2024-08-01,0,0.02749297,Low,train
L001146,2024-08-01,0,0.0276639,Low,train
L001147,2024-08-01,0,0.17704292,Critical,train
L001148,2024-08-01,0,0.02554125,Low,train
L001149,2024-08-01,0,0.03183389,Low,train
L001150,2024-08-01,0,0.03598184,Monitor,train
L001151,2024-08-01,0,0.03678219,Monitor,train
L001152,2024-08-01,0,0.04545023,Monitor,train
L001153,2024-08-01,0,0.0279616,Low,train
L001154,2024-08-01,0,0.03233665,Low,train
L001155,2024-08-01,0,0.03795851,Monitor,train
L001156,2024-08-01,0,0.03781606,Monitor,train
L001157,2024-08-01,0,0.03346791,Low,train
L001158,2024-08-01,0,0.03165332,Low,train
L001159,2024-08-01,0,0.04406767,Monitor,train
L001160,2024-08-01,0,0.03709574,Monitor,train
L001161,2024-08-01,0,0.03130858,Low,train
L001162,2024-08-01,0,0.03428791,Low,train
L001163,2024-08-01,0,0.03984294,Monitor,train
L001164,2024-08-01,0,0.02700805,Low,train
L001165,2024-08-01,0,0.02863929,Low,train
L001166,2024-08-01,0,0.05410406,High,train
L001167,2024-08-01,0,0.02950437,Low,train
L001168,2024-08-01,0,0.20067848,Critical,train
L001169,2024-08-01,0,0.04134183,Monitor,train
L001170,2024-08-01,0,0.02860695,Low,train
L001171,2024-08-01,0,0.03462418,Low,train
L001172,2024-08-01,0,0.03562358,Monitor,train
L001173,2024-08-01,0,0.03025461,Low,train
L001174,2024-08-01,0,0.03051517,Low,train
L001175,2024-08-01,0,0.02407943,Low,train
L001176,2024-08-01,0,0.03714086,Monitor,train
L001177,2024-08-01,0,0.05264695,High,train
L001178,2024-08-01,0,0.03885319,Monitor,train
L001179,2024-08-01,0,0.04125591,Monitor,train
L001180,2024-08-01,0,0.0450176,Monitor,train
L001181,2024-08-01,0,0.02701973,Low,train
L001182,2024-08-01,0,0.03038688,Low,train
L001183,2024-08-01,0,0.05266356,High,train
L001184,2024-08-01,0,0.03766769,Monitor,train
L001185,2024-08-01,0,0.02730671,Low,train
L001186,2024-08-01,0,0.02967431,Low,train
L001187,2024-08-01,0,0.11808183,Critical,train
L001188,2024-08-01,0,0.02854908,Low,train
L001189,2024-08-01,0,0.03670078,Monitor,train
L001190,2024-08-01,0,0.05465894,High,train
L001191,2024-08-01,0,0.0366793,Monitor,train
L001192,2024-08-01,1,0.03406561,Low,train
L001193,2024-08-01,0,0.06826307,High,train
L001194,2024-08-01,0,0.02415787,Low,train
L001195,2024-08-01,0,0.02934672,Low,train
L001196,2024-08-01,0,0.03845821,Monitor,train
L001197,2024-08-01,0,0.03183407,Low,train
L001198,2024-08-01,0,0.03626018,Monitor,train
L001199,2024-08-01,0,0.09051604,High,train
L001200,2024-08-01,0,0.03052439,Low,train
L001201,2024-08-01,0,0.02973946,Low,train
L001202,2024-08-01,0,0.03083601,Low,train
L001203,2024-08-01,0,0.03205324,Low,train
L001204,2024-08-01,0,0.03810594,Monitor,train
L001205,2024-08-01,0,0.0394494,Monitor,train
L001206,2024-08-01,0,0.04516095,Monitor,train
L001207,2024-08-01,1,0.42730963,Critical,train
L001208,2024-08-01,0,0.02689602,Low,train
L001209,2024-08-01,0,0.02882851,Low,train
L001210,2024-08-01,0,0.03072199,Low,train
L001211,2024-08-01,0,0.03890688,Monitor,train
L001212,2024-08-01,0,0.03021438,Low,train
L001213,2024-08-01,0,0.03368485,Low,train
L001214,2024-08-01,0,0.03292585,Low,train
L001215,2024-08-01,0,0.03844212,Monitor,train
L001216,2024-08-01,0,0.03027569,Low,train
L001217,2024-08-01,0,0.02428253,Low,train
L001218,2024-08-01,0,0.02545732,Low,train
L001219,2024-08-01,0,0.18371943,Critical,train
L001220,2024-08-01,0,0.02603034,Low,train
L001221,2024-08-01,0,0.02549698,Low,train
L001222,2024-08-01,0,0.02592159,Low,train
L001223,2024-08-01,0,0.14203025,Critical,train
L001224,2024-08-01,0,0.0447319,Monitor,train
L001225,2024-08-01,0,0.49243232,Critical,train
L001226,2024-08-01,0,0.03431533,Low,train
L001227,2024-08-01,0,0.02623438,Low,train
L001228,2024-08-01,0,0.03361575,Low,train
L001229,2024-08-01,0,0.0341763,Low,train
L001230,2024-08-01,0,0.0307837,Low,train
L001231,2024-08-01,0,0.03542651,Monitor,train
L001232,2024-08-01,0,0.03838398,Monitor,train
L001233,2024-08-01,1,0.35558181,Critical,train
L001234,2024-08-01,0,0.04381894,Monitor,train
L001235,2024-08-01,0,0.02925847,Low,train
L001236,2024-08-01,0,0.07252362,High,train
L001237,2024-08-01,0,0.03089855,Low,train
L001238,2024-08-01,0,0.02772972,Low,train
L001239,2024-08-01,0,0.03267023,Low,train
L001240,2024-08-01,0,0.0276558,Low,train
L001241,2024-08-01,0,0.12760905,Critical,train
L001242,2024-08-01,0,0.02726725,Low,train
L001243,2024-08-01,0,0.04407297,Monitor,train
L001244,2024-08-01,0,0.02598428,Low,train
L001245,2024-08-01,0,0.02571016,Low,train
L001246,2024-08-01,0,0.0261736,Low,train
L001247,2024-08-01,0,0.02227271,Low,train
L001248,2024-08-01,0,0.02969669,Low,train
L001249,2024-08-01,0,0.04237841,Monitor,train
L001250,2024-08-01,0,0.0285914,Low,train
L001251,2024-08-01,0,0.03702171,Monitor,train
L001252,2024-08-01,0,0.03077898,Low,train
L001253,2024-08-01,0,0.02594938,Low,train
L001254,2024-08-01,0,0.02757068,Low,train
L001255,2024-08-01,0,0.02717383,Low,train
L001256,2024-08-01,1,0.23404273,Critical,train
L001257,2024-08-01,0,0.02506091,Low,train
L001258,2024-08-01,0,0.03051047,Low,train
L001259,2024-08-01,0,0.02894221,Low,train
L001260,2024-08-01,0,0.03991533,Monitor,train
L001261,2024-08-01,0,0.06585282,High,train
L001262,2024-08-01,0,0.02877386,Low,train
L001263,2024-08-01,0,0.05234259,High,train
L001264,2024-08-01,0,0.03118549,Low,train
L001265,2024-08-01,0,0.03951431,Monitor,train
L001266,2024-08-01,0,0.02916806,Low,train
L001267,2024-08-01,0,0.02992448,Low,train
L001268,2024-08-01,0,0.02308425,Low,train
L001269,2024-08-01,0,0.43720377,Critical,train
L001270,2024-08-01,0,0.15282946,Critical,train
L001271,2024-08-01,0,0.05545178,High,train
L001272,2024-08-01,0,0.03108789,Low,train
L001273,2024-08-01,0,0.05152466,High,train
L001274,2024-08-01,0,0.03365928,Low,train
L001275,2024-08-01,0,0.02776638,Low,train
L001276,2024-08-01,0,0.03024049,Low,train
L001277,2024-08-01,0,0.03298352,Low,train
L001278,2024-08-01,0,0.03507558,Monitor,train
L001279,2024-08-01,0,0.03294392,Low,train
L001280,2024-08-01,0,0.02989005,Low,train
L001281,2024-08-01,0,0.18642512,Critical,train
L001282,2024-08-01,0,0.03183849,Low,train
L001283,2024-08-01,0,0.03856796,Monitor,train
L001284,2024-08-01,0,0.03715751,Monitor,train
L001285,2024-08-01,0,0.03172925,Low,train
L001286,2024-08-01,0,0.04043745,Monitor,train
L001287,2024-08-01,0,0.0512046,High,train
L001288,2024-08-01,0,0.03149367,Low,train
L001289,2024-08-01,0,0.04737481,High,train
L001290,2024-08-01,0,0.03137422,Low,train
L001291,2024-08-01,0,0.02149045,Low,train
L001292,2024-08-01,1,0.23833171,Critical,train
L001293,2024-08-01,0,0.04316616,Monitor,train
L001294,2024-08-01,0,0.03316973,Low,train
L001295,2024-08-01,0,0.02453804,Low,train
L001296,2024-08-01,0,0.02928422,Low,train
L001297,2024-08-01,0,0.04479947,Monitor,train
L001298,2024-08-01,0,0.03849638,Monitor,train
L001299,2024-08-01,0,0.04595612,High,train
L001300,2024-08-01,0,0.03614119,Monitor,train
L001301,2024-08-01,0,0.04106452,Monitor,train
L001302,2024-08-01,0,0.37359769,Critical,train
L001303,2024-08-01,0,0.03510615,Monitor,train
L001304,2024-08-01,0,0.02801761,Low,train
L001305,2024-08-01,0,0.02814703,Low,train
L001306,2024-08-01,0,0.03105537,Low,train
L001307,2024-08-01,0,0.02757158,Low,train
L001308,2024-08-01,0,0.02359482,Low,train
L001309,2024-08-01,0,0.31697557,Critical,train
L001310,2024-08-01,0,0.02995523,Low,train
L001311,2024-08-01,0,0.04904902,High,train
L001312,2024-08-01,0,0.06438432,High,train
L001313,2024-08-01,0,0.02957033,Low,train
L001314,2024-08-01,0,0.04666064,High,train
L001315,2024-08-01,0,0.02973235,Low,train
L001316,2024-08-01,0,0.02945288,Low,train
L001317,2024-08-01,0,0.02598844,Low,train
L001318,2024-08-01,0,0.02713689,Low,train
L001319,2024-08-01,0,0.03731822,Monitor,train
L001320,2024-08-01,0,0.03188375,Low,train
L001321,2024-08-01,0,0.03266731,Low,train
L001322,2024-08-01,0,0.03955156,Monitor,train
L001323,2024-08-01,1,0.0468734,High,train
L001324,2024-08-01,0,0.02742225,Low,train
L001325,2024-08-01,0,0.0311674,Low,train
L001326,2024-08-01,0,0.04384963,Monitor,train
L001327,2024-08-01,0,0.57004939,Critical,train
L001328,2024-08-01,0,0.03682067,Monitor,train
L001329,2024-08-01,0,0.03663678,Monitor,train
L001330,2024-08-01,0,0.20784621,Critical,train
L001331,2024-08-01,0,0.03169391,Low,train
L001332,2024-08-01,0,0.02266793,Low,train
L001333,2024-08-01,0,0.02576952,Low,train
L001334,2024-08-01,0,0.02905412,Low,train
L001335,2024-08-01,0,0.37166319,Critical,train
L001336,2024-08-01,0,0.10884324,Critical,train
L001337,2024-08-01,0,0.03462597,Monitor,train
L001338,2024-08-01,0,0.03705698,Monitor,train
L001339,2024-08-01,0,0.04737913,High,train
L001340,2024-08-01,0,0.0271258,Low,train
L001341,2024-08-01,0,0.05829234,High,train
L001342,2024-08-01,0,0.04978286,High,train
L001343,2024-08-01,0,0.03461202,Low,train
L001344,2024-08-01,0,0.04257031,Monitor,train
L001345,2024-08-01,0,0.05034751,High,train
L001346,2024-08-01,0,0.05959292,High,train
L001347,2024-08-01,0,0.05456946,High,train
L001348,2024-08-01,0,0.0461945,High,train
L001349,2024-08-01,0,0.02776865,Low,train
L001350,2024-08-01,0,0.02407415,Low,train
L001351,2024-08-01,0,0.03039816,Low,train
L001352,2024-08-01,0,0.03141783,Low,train
L001353,2024-08-01,0,0.0424271,Monitor,train
L001354,2024-08-01,0,0.0644604,High,train
L001355,2024-08-01,0,0.03342603,Low,train
L001356,2024-08-01,0,0.05756706,High,train
L001357,2024-08-01,0,0.03268254,Low,train
L001358,2024-08-01,0,0.03480375,Monitor,train
L001359,2024-08-01,0,0.02665169,Low,train
L001360,2024-08-01,0,0.04607407,High,train
L001361,2024-08-01,0,0.10144433,Critical,train
L001362,2024-08-01,0,0.04300789,Monitor,train
L001363,2024-08-01,0,0.06201752,High,train
L001364,2024-08-01,0,0.05625434,High,train
L001365,2024-08-01,0,0.03750756,Monitor,train
L001366,2024-08-01,0,0.02842372,Low,train
L001367,2024-08-01,0,0.03709735,Monitor,train
L001368,2024-08-01,0,0.02970587,Low,train
L001369,2024-08-01,0,0.0446718,Monitor,train
L001370,2024-08-01,0,0.06675315,High,train
L001371,2024-08-01,0,0.02379629,Low,train
L001372,2024-08-01,0,0.03364322,Low,train
L001373,2024-08-01,0,0.0677988,High,train
L001374,2024-08-01,1,0.05414158,High,train
L001375,2024-08-01,0,0.01925965,Low,train
L001376,2024-08-01,0,0.03296734,Low,train
L001377,2024-08-01,0,0.05072385,High,train
L001378,2024-08-01,0,0.02503292,Low,train
L001379,2024-08-01,0,0.03439567,Low,train
L001380,2024-08-01,1,0.42769443,Critical,train
L001381,2024-08-01,0,0.0521018,High,train
L001382,2024-08-01,0,0.04707117,High,train
